user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
OSL_T_41,Weekday,9,28,2,0.1727,0.3759,true,0.0208,-0.0536,false,
OSL_T_41,Weekday,10,15,2,0.2227,0.4475,true,0.564,0.3429,true,
OSL_T_41,Weekday,11,18,2,0.1759,0.6346,true,-0.4552,-0.2611,true,
TRO_R_AdO1-3,Weekday,9,68,2,0.2141,0.0041,false,0.1527,0.5207,true,
TRO_R_AdO1-3,Weekday,10,37,2,0.1589,0.3096,true,0.2025,0.3246,true,
TRO_R_AdO1-3,Weekday,11,30,2,0.1508,0.5045,true,0.0216,-0.0149,false,
OSL_S_KT202,Weekday,8,68,2,0.2,0.009,false,0.3158,0.5066,true,
OSL_S_KT202,Weekday,9,24,2,0.2286,0.1638,true,0.1803,0.5288,true,
OSL_S_KT202,Weekday,10,39,2,0.1258,0.5707,true,0.2553,0.2849,false,
OSL_S_KT202,Weekday,11,28,2,0.1192,0.8228,true,0.1106,0.0454,false,
TRO_Plass41,Weekday,5,17,2,0.1707,0.706,true,-0.1689,-0.0111,false,
TRO_Plass41,Weekday,6,29,2,0.1866,0.2662,true,0.6129,0.2952,true,
TRO_Plass41,Weekday,7,39,2,0.3125,0.001,false,0.5708,-0.0018,true,0.3793
TRO_Plass41,Weekday,8,37,2,0.0809,0.9692,true,0.0651,-0.0333,false,
TRO_Plass41,Weekday,9,47,2,0.1688,0.1389,true,0.3817,0.4054,true,
TRO_Plass41,Weekday,10,47,2,0.1227,0.4817,true,0.1173,0.0763,false,
TRO_Plass41,Weekday,11,43,2,0.1166,0.6054,true,-0.2424,0.1326,false,
TRO_Plass41,Weekday,12,26,2,0.1574,0.5418,true,-0.1645,-0.3892,true,
ASK_Plass45,Weekday,8,23,2,0.1399,0.7598,true,-0.0531,-0.0119,false,
ASK_Plass45,Weekday,10,17,2,0.1679,0.7248,true,-0.044,-0.1275,false,
ASK_Plass45,Weekday,11,86,2,0.1683,0.016,false,0.2726,0.0577,false,
ASK_Plass55,Weekday,8,19,2,0.2204,0.3154,true,0.2888,0.3263,true,
ASK_Plass55,Weekday,9,59,2,0.1171,0.3972,true,0.0984,0.2469,false,
ASK_Plass55,Weekday,10,32,2,0.1449,0.5141,true,0.084,0.2768,false,
ASK_Plass55,Weekday,11,27,2,0.1988,0.2375,true,0.0669,-0.1721,false,
TRO_R_Bl2-1,Weekday,8,28,2,0.1763,0.3508,true,0.4595,0.4373,true,
TRO_R_Bl2-1,Weekday,9,24,2,0.2119,0.2326,true,0.3688,0.64,true,
