user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
KR_U187,Weekday,24,45,1,0.1383,0.3585,true,0.1332,-0.0739,false,
KR_U434,Weekday,17,20,1,0.1808,0.5316,true,-0.1144,-0.4346,true,
KR_U434,Weekday,18,46,1,0.0894,0.8579,true,-0.142,-0.1346,false,
KR_U434,Weekday,19,17,1,0.1383,0.9018,true,-0.0576,-0.3374,true,
KR_U89,Weekday,6,35,1,0.1564,0.3606,true,-0.0295,-0.3603,true,
KR_U89,Weekday,7,29,1,0.1976,0.2088,true,-0.156,-0.2484,false,
KR_U507,Weekday,19,15,1,0.1806,0.713,true,0.0727,-0.1756,false,
KR_U1228,Weekday,18,44,1,0.1652,0.1828,true,0.055,-0.3033,true,
KR_U1228,Weekday,19,62,1,0.1054,0.5005,true,-0.138,-0.3275,true,
KR_U1230,Weekday,18,57,1,0.1327,0.2714,true,-0.1195,-0.1698,false,
KR_U127,Weekday,15,15,1,0.2719,0.2182,true,0.5733,0.3289,true,
KR_U127,Weekday,16,33,1,0.1296,0.6386,true,0.2494,0.168,false,
KR_U127,Weekday,17,19,1,0.2387,0.2303,true,0.3505,-0.0369,true,
KR_U127,Weekday,18,26,1,0.0766,0.9981,true,-0.1588,-0.1945,false,
KR_U1225,Weekend,18,15,1,0.336,0.068,true,0.1989,-0.0161,false,
KR_U1446,Weekday,17,26,1,0.1257,0.807,true,-0.2589,-0.3199,true,
KR_U1446,Weekday,18,31,1,0.1538,0.4581,true,-0.1162,-0.0825,false,
KR_U280,Weekday,1,16,1,0.1648,0.7785,true,0.2428,0.1324,false,
KR_U98,Weekday,16,17,1,0.1118,0.9837,true,0.3452,0.375,true,
KR_U98,Weekday,17,15,1,0.1773,0.7339,true,0.1571,0.0571,false,
KR_U98,Weekday,18,18,1,0.1248,0.9422,true,-0.0159,0.126,false,
KR_U98,Weekday,19,16,1,0.136,0.9291,true,0.1733,0.3647,true,
KR_U186,Weekday,19,27,1,0.0963,0.9641,true,-0.0933,-0.0434,false,
KR_U186,Weekday,20,25,1,0.1406,0.7077,true,0.3756,0.2866,true,
KR_U73,Weekday,11,25,1,0.2397,0.1139,true,0.6808,-0.1147,true,
KR_U73,Weekday,15,18,1,0.1291,0.9258,true,0.4821,0.3911,true,
KR_U106,Weekday,19,31,1,0.1993,0.1716,true,0.0295,0.0259,false,
KR_U106,Weekday,21,38,1,0.1373,0.4733,true,0.1781,0.2623,false,
KR_U194,Weekday,24,17,1,0.2205,0.3814,true,0.2666,0.2233,false,
KR_U8,Weekday,18,29,1,0.2375,0.0766,true,0.3222,0.3239,true,
KR_U8,Weekday,19,16,1,0.1967,0.5668,true,0.4797,0.0619,true,
KR_U124,Weekday,19,34,1,0.2021,0.1256,true,-0.2063,-0.4796,true,
KR_U124,Weekday,20,15,1,0.2908,0.1586,true,-0.2079,-0.3286,true,
KR_U1225,Weekday,18,83,1,0.1659,0.0215,false,-0.0201,-0.313,true,
KR_U1225,Weekday,19,18,1,0.1635,0.7228,true,0.0698,-0.1685,false,
KR_U107,Weekday,20,19,1,0.2223,0.3058,true,-0.0037,0.3351,true,
KR_U1629,Weekday,9,18,1,0.195,0.5015,true,-0.0031,0.2301,false,
KR_U1629,Weekday,13,16,1,0.2094,0.4854,true,0.6103,0.6156,true,
KR_U187,Weekend,24,20,1,0.1713,0.6015,true,0.0558,-0.1211,false,
KR_U283,Weekday,19,21,1,0.1581,0.6711,true,0.2976,0.1416,false,
KR_U463,Weekday,7,27,1,0.1762,0.3735,true,0.1954,0.5347,true,
KR_U463,Weekday,8,29,1,0.1029,0.9195,true,0.1092,0.385,true,
KR_U463,Weekday,11,19,1,0.2215,0.3098,true,-0.0224,0.08,false,
KR_U463,Weekday,12,16,1,0.1374,0.9237,true,-0.1684,-0.0162,false,
KR_U1222,Weekday,18,56,1,0.1239,0.3594,true,-0.0548,0.0309,false,
KR_U1764,Weekday,19,26,1,0.2137,0.187,true,0.3205,0.1197,true,
KR_U1228,Weekend,18,23,1,0.1419,0.7446,true,-0.3756,-0.4739,true,
