user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
korea|KR_U1446,Weekday,17,26,1,0.1194,0.8534,true,-0.2589,-0.3199,true,
korea|KR_U1446,Weekday,18,31,1,0.1524,0.4699,true,-0.1162,-0.0825,false,
norway|TRO_Plass52,Weekday,21,20,1,0.1578,0.7029,true,0.0377,0.2114,false,
norway|KRO_aYnkLAxyEe,Weekday,16,29,1,0.2166,0.1326,true,0.0572,0.5798,true,
norway|KRO_aYnkLAxyEe,Weekday,17,25,1,0.255,0.0781,true,0.2542,0.2592,false,
norway|TRO_R_AdO1-1,Weekday,8,17,1,0.1131,0.9816,true,0.0078,-0.0245,false,
norway|TRO_R_AdO1-1,Weekday,22,20,1,0.1174,0.9461,true,0.0756,0.1669,false,
georgia|GT_32751774,Weekday,11,29,1,0.3679,0.0008,false,0.0206,0.1113,false,
georgia|GT_32751774,Weekday,12,68,1,0.1959,0.0112,false,0.1046,-0.2175,false,
kim|KR_233,Weekday,21,17,1,0.1864,0.5971,true,0.4579,0.3698,true,
norway|BAR_Plass157,Weekday,16,22,1,0.131,0.8456,true,0.0317,0.2011,false,
norway|BAR_Plass157,Weekday,17,46,1,0.1387,0.3414,true,-0.0628,0.0824,false,
norway|BAR_Plass157,Weekday,18,32,1,0.1764,0.2737,true,0.0128,0.1228,false,
norway|BAR_Plass157,Weekday,19,21,1,0.2428,0.169,true,-0.0544,-0.1908,false,
norway|BAR_Plass157,Weekday,20,15,1,0.1705,0.7768,true,0.5966,-0.1143,true,
kim|KR_422,Weekday,17,30,1,0.1425,0.5778,true,0.3382,0.1671,true,
korea|KR_U187,Weekday,24,45,1,0.1495,0.2695,true,0.1332,-0.0739,false,
norway|TRO_Plass27,Weekday,16,17,1,0.226,0.3514,true,0.3493,0.2672,true,
norway|TRO_Plass27,Weekday,17,39,1,0.2072,0.0712,true,0.4592,0.6662,true,
