user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,1,26,1,0.198,0.2614,true,-0.1558,-0.0885,false,
ACN_2-39-123-23,Weekday,2,26,1,0.2057,0.2227,true,-0.7793,-0.5159,true,
ACN_2-39-123-23,Weekday,8,37,1,0.0894,0.9299,true,0.2697,0.367,true,
ACN_2-39-123-23,Weekday,9,52,1,0.1898,0.0481,false,0.3126,0.3776,true,
ACN_2-39-138-29,Weekday,1,47,1,0.2155,0.0259,false,-0.0642,-0.0926,false,
ACN_2-39-138-29,Weekday,2,35,1,0.2386,0.0377,false,-0.3471,-0.4025,true,
ACN_2-39-138-29,Weekday,8,66,1,0.1267,0.2431,true,0.0508,0.0607,false,
ACN_2-39-78-365,Weekday,2,27,1,0.2798,0.0295,false,-0.6699,-0.6011,true,
ACN_2-39-78-365,Weekday,3,16,1,0.3136,0.0864,true,-0.8982,-0.85,true,
ACN_2-39-78-365,Weekday,8,53,1,0.1497,0.1882,true,0.3385,0.5149,true,
ACN_2-39-78-365,Weekday,9,30,1,0.1506,0.5065,true,0.3286,0.4598,true,
ACN_2-39-78-365,Weekday,10,16,1,0.193,0.5913,true,0.144,0.4882,true,
ACN_2-39-139-28,Weekend,10,17,1,0.0986,0.9965,true,-0.3386,-0.1373,true,
ACN_2-39-139-28,Weekend,12,18,1,0.1423,0.8599,true,0.1013,0.1868,false,
ACN_2-39-125-21,Weekday,1,34,1,0.3061,0.0035,false,-0.0669,0.2559,false,0.1771
ACN_2-39-125-21,Weekday,2,34,1,0.2375,0.0437,false,-0.5093,-0.2987,true,
ACN_2-39-125-21,Weekday,8,41,1,0.1169,0.6327,true,0.2939,0.4886,true,
ACN_2-39-125-21,Weekday,9,35,1,0.1618,0.321,true,-0.0029,0.2737,false,
ACN_2-39-125-21,Weekday,12,25,1,0.1794,0.3984,true,0.3962,0.165,true,
ACN_2-39-89-25,Weekday,1,16,1,0.2118,0.4706,true,0.194,-0.0853,false,
ACN_2-39-89-25,Weekday,2,22,1,0.2049,0.3154,true,-0.603,-0.406,true,
ACN_2-39-89-25,Weekday,7,25,1,0.1443,0.6767,true,-0.4845,-0.3559,true,
ACN_2-39-89-25,Weekday,8,61,1,0.2083,0.0104,false,0.6562,0.4293,true,
ACN_2-39-89-25,Weekday,9,23,1,0.2123,0.2521,true,0.4731,0.501,true,
ACN_2-39-127-19,Weekend,12,17,1,0.2451,0.2597,true,-0.0839,0.1618,false,
ACN_2-39-128-18,Weekday,1,21,1,0.2595,0.1188,true,-0.2137,-0.2792,false,
ACN_2-39-128-18,Weekday,2,28,1,0.0878,0.9824,true,-0.2655,-0.0914,false,
ACN_2-39-128-18,Weekday,8,16,1,0.2329,0.3516,true,0.515,0.7206,true,
ACN_2-39-128-18,Weekday,9,35,1,0.1636,0.3081,true,0.2758,0.3524,true,
ACN_2-39-128-18,Weekday,10,18,1,0.2042,0.4422,true,0.0368,0.2921,false,
ACN_2-39-128-18,Weekday,12,15,1,0.2503,0.3052,true,0.3491,0.4643,true,
ACN_2-39-130-31,Weekday,1,30,1,0.2137,0.1303,true,0.3386,0.1964,true,
ACN_2-39-130-31,Weekday,2,27,1,0.2642,0.0467,false,-0.3136,-0.421,true,
ACN_2-39-130-31,Weekday,8,34,1,0.0907,0.9433,true,0.2103,0.3332,true,
ACN_2-39-130-31,Weekday,9,23,1,0.1641,0.5673,true,0.5521,0.2875,true,
ACN_2-39-127-19,Weekday,1,45,1,0.1503,0.2637,true,0.0108,0.2959,false,
ACN_2-39-127-19,Weekday,2,29,1,0.1728,0.3539,true,-0.3714,-0.1547,true,
ACN_2-39-127-19,Weekday,3,16,1,0.318,0.079,true,-0.5442,-0.3412,true,
ACN_2-39-127-19,Weekday,8,48,1,0.1286,0.408,true,-0.0262,0.0642,false,
ACN_2-39-127-19,Weekday,9,26,1,0.1236,0.8232,true,-0.0164,0.105,false,
ACN_2-39-127-19,Weekday,12,16,1,0.1354,0.9314,true,0.2074,0.2853,false,
ACN_2-39-131-30,Weekday,1,41,1,0.2401,0.018,false,-0.2073,0.1556,false,-0.1339
ACN_2-39-131-30,Weekday,2,33,1,0.1878,0.1965,true,-0.2503,-0.0468,false,
ACN_2-39-131-30,Weekday,3,16,1,0.2725,0.1864,true,-0.4216,-0.6441,true,
ACN_2-39-131-30,Weekday,8,56,1,0.1057,0.5627,true,0.1948,0.239,false,
ACN_2-39-139-28,Weekday,1,69,1,0.1672,0.0433,false,-0.1198,0.1793,false,
ACN_2-39-139-28,Weekday,2,31,1,0.1113,0.8384,true,-0.0998,-0.0484,false,
ACN_2-39-139-28,Weekday,3,27,1,0.2329,0.1079,true,-0.2444,-0.3144,true,
ACN_2-39-139-28,Weekday,7,16,1,0.2014,0.5361,true,-0.125,0.0706,false,
ACN_2-39-139-28,Weekday,8,65,1,0.1707,0.0464,false,-0.1002,0.0927,false,
ACN_2-39-129-17,Weekend,9,15,1,0.2025,0.5707,true,0.4333,-0.05,true,
ACN_2-39-79-379,Weekday,1,27,1,0.1541,0.5445,true,-0.2868,-0.2833,false,
ACN_2-39-79-379,Weekday,2,38,1,0.37,0.0001,false,-0.1159,-0.2336,false,-0.2702
ACN_2-39-79-379,Weekday,8,48,1,0.0636,0.9904,true,0.073,0.272,false,
ACN_2-39-79-379,Weekday,9,34,1,0.1643,0.3194,true,0.1145,0.2801,false,
ACN_2-39-79-380,Weekday,1,21,1,0.2312,0.2126,true,-0.6641,-0.5948,true,
ACN_2-39-79-380,Weekday,4,16,1,0.2702,0.1939,true,-0.6348,-0.5971,true,
ACN_2-39-79-380,Weekday,7,51,1,0.1611,0.1434,true,0.3926,0.4136,true,
ACN_2-39-79-380,Weekday,8,37,1,0.1409,0.4573,true,0.5368,0.6043,true,
ACN_2-39-79-380,Weekday,10,22,1,0.2058,0.3105,true,0.28,0.2614,false,
ACN_2-39-79-380,Weekday,12,19,1,0.2264,0.2855,true,-0.2045,-0.387,true,
ACN_2-39-91-437,Weekday,1,18,1,0.3482,0.0256,false,-0.1761,-0.1166,false,
ACN_2-39-91-437,Weekday,2,26,1,0.3303,0.007,false,-0.9672,-0.8213,true,
ACN_2-39-91-437,Weekday,8,64,1,0.1889,0.0214,false,0.4487,0.548,true,
ACN_2-39-91-437,Weekday,9,23,1,0.1219,0.8847,true,0.1872,0.1166,false,
ACN_2-39-129-17,Weekday,1,48,1,0.139,0.3145,true,0.2443,0.038,false,
ACN_2-39-129-17,Weekday,2,22,1,0.2005,0.3406,true,-0.2648,0.0966,false,
ACN_2-39-129-17,Weekday,3,15,1,0.4099,0.013,false,-0.7339,-0.7429,true,
ACN_2-39-129-17,Weekday,8,48,1,0.1308,0.3869,true,0.3221,0.3805,true,
ACN_2-39-129-17,Weekday,9,25,1,0.1408,0.706,true,-0.2847,-0.0077,false,
ACN_2-39-129-17,Weekday,12,15,1,0.3445,0.0572,true,0.7246,0.2198,true,
ACN_2-39-138-29,Weekend,1,15,1,0.2718,0.2185,true,-0.2887,-0.0821,false,
ACN_2-39-138-29,Weekend,10,16,1,0.1699,0.7458,true,0.1546,-0.05,false,
ACN_2-39-79-377,Weekday,1,18,1,0.2408,0.2485,true,-0.6113,-0.29,true,
ACN_2-39-79-377,Weekday,8,58,1,0.144,0.1826,true,0.4674,0.5091,true,
ACN_2-39-79-377,Weekday,9,17,1,0.1526,0.8243,true,0.3901,0.1201,true,
ACN_2-39-79-377,Weekday,12,15,1,0.2105,0.5203,true,-0.6172,-0.4429,true,
