user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
KR_U187,Weekday,24,45,1,0.1362,0.3771,true,0.1332,-0.0739,false,
KR_U434,Weekday,17,20,1,0.1824,0.5201,true,-0.1144,-0.4346,true,
KR_U434,Weekday,18,46,1,0.0963,0.7897,true,-0.142,-0.1346,false,
KR_U434,Weekday,19,17,1,0.3183,0.0643,true,-0.0576,-0.3374,true,
KR_U89,Weekday,6,35,1,0.42,0.0,false,-0.0295,-0.3603,true,
KR_U89,Weekday,7,29,1,0.2086,0.1613,true,-0.156,-0.2484,false,
KR_U507,Weekday,19,15,1,0.1829,0.6982,true,0.0727,-0.1756,false,
KR_U1228,Weekday,18,44,1,0.2811,0.002,false,0.055,-0.3033,true,
KR_U1228,Weekday,19,62,1,0.1014,0.5502,true,-0.138,-0.3275,true,
KR_U1230,Weekday,18,57,1,0.1282,0.3097,true,-0.1195,-0.1698,false,
KR_U127,Weekday,15,15,1,0.2696,0.2265,true,0.5733,0.3289,true,
KR_U127,Weekday,16,33,1,0.1224,0.708,true,0.2494,0.168,false,
KR_U127,Weekday,17,19,1,0.2493,0.1894,true,0.3505,-0.0369,true,
KR_U127,Weekday,18,26,1,0.0792,0.9968,true,-0.1588,-0.1945,false,
KR_U1225,Weekend,18,15,1,0.2279,0.4181,true,0.1989,-0.0161,false,
KR_U1446,Weekday,17,26,1,0.1914,0.2982,true,-0.2589,-0.3199,true,
KR_U1446,Weekday,18,31,1,0.11,0.849,true,-0.1162,-0.0825,false,
KR_U280,Weekday,1,16,1,0.1647,0.7791,true,0.2428,0.1324,false,
KR_U98,Weekday,16,17,1,0.1297,0.9377,true,0.3452,0.375,true,
KR_U98,Weekday,17,15,1,0.1592,0.8421,true,0.1571,0.0571,false,
KR_U98,Weekday,18,18,1,0.1266,0.9355,true,-0.0159,0.126,false,
KR_U98,Weekday,19,16,1,0.1483,0.8738,true,0.1733,0.3647,true,
KR_U186,Weekday,19,27,1,0.1786,0.3568,true,-0.0933,-0.0434,false,
KR_U186,Weekday,20,25,1,0.1426,0.691,true,0.3756,0.2866,true,
KR_U73,Weekday,11,25,1,0.1292,0.7994,true,0.6808,-0.1147,true,
KR_U73,Weekday,15,18,1,0.129,0.9259,true,0.4821,0.3911,true,
KR_U106,Weekday,19,31,1,0.2574,0.0333,false,0.0295,0.0259,false,
KR_U106,Weekday,21,38,1,0.1343,0.502,true,0.1781,0.2623,false,
KR_U194,Weekday,24,17,1,0.2227,0.3692,true,0.2666,0.2233,false,
KR_U8,Weekday,18,29,1,0.1692,0.3794,true,0.3222,0.3239,true,
KR_U8,Weekday,19,16,1,0.1927,0.5933,true,0.4797,0.0619,true,
KR_U124,Weekday,19,34,1,0.1934,0.1585,true,-0.2063,-0.4796,true,
KR_U124,Weekday,20,15,1,0.2299,0.4069,true,-0.2079,-0.3286,true,
KR_U1225,Weekday,18,83,1,0.1569,0.0347,false,-0.0201,-0.313,true,
KR_U1225,Weekday,19,18,1,0.1654,0.7094,true,0.0698,-0.1685,false,
KR_U107,Weekday,20,19,1,0.2147,0.3463,true,-0.0037,0.3351,true,
KR_U1629,Weekday,9,18,1,0.1879,0.5498,true,-0.0031,0.2301,false,
KR_U1629,Weekday,13,16,1,0.2186,0.43,true,0.6103,0.6156,true,
KR_U187,Weekend,24,20,1,0.1685,0.6225,true,0.0558,-0.1211,false,
KR_U283,Weekday,19,21,1,0.1636,0.6286,true,0.2976,0.1416,false,
KR_U463,Weekday,7,27,1,0.1836,0.3244,true,0.1954,0.5347,true,
KR_U463,Weekday,8,29,1,0.0976,0.9457,true,0.1092,0.385,true,
KR_U463,Weekday,11,19,1,0.1178,0.955,true,-0.0224,0.08,false,
KR_U463,Weekday,12,16,1,0.1622,0.7947,true,-0.1684,-0.0162,false,
KR_U1222,Weekday,18,56,1,0.1858,0.0427,false,-0.0548,0.0309,false,
KR_U1764,Weekday,19,26,1,0.1319,0.7576,true,0.3205,0.1197,true,
KR_U1228,Weekend,18,23,1,0.137,0.7822,true,-0.3756,-0.4739,true,
