user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,1,26,1,0.2014,0.2437,true,-0.1558,-0.0885,false,
ACN_2-39-123-23,Weekday,2,26,1,0.2067,0.218,true,-0.7793,-0.5159,true,
ACN_2-39-123-23,Weekday,8,37,1,0.0822,0.9646,true,0.2697,0.367,true,
ACN_2-39-123-23,Weekday,9,52,1,0.1867,0.0543,true,0.3126,0.3776,true,
ACN_2-39-138-29,Weekday,1,47,1,0.2233,0.0188,false,-0.0642,-0.0926,false,
ACN_2-39-138-29,Weekday,2,35,1,0.3311,0.001,false,-0.3471,-0.4025,true,
ACN_2-39-138-29,Weekday,8,66,1,0.1218,0.2849,true,0.0508,0.0607,false,
ACN_2-39-78-365,Weekday,2,27,1,0.2852,0.025,false,-0.6699,-0.6011,true,
ACN_2-39-78-365,Weekday,3,16,1,0.3178,0.0794,true,-0.8982,-0.85,true,
ACN_2-39-78-365,Weekday,8,53,1,0.1493,0.1906,true,0.3385,0.5149,true,
ACN_2-39-78-365,Weekday,9,30,1,0.1467,0.5407,true,0.3286,0.4598,true,
ACN_2-39-78-365,Weekday,10,16,1,0.2012,0.5374,true,0.144,0.4882,true,
ACN_2-39-139-28,Weekend,10,17,1,0.1016,0.9948,true,-0.3386,-0.1373,true,
ACN_2-39-139-28,Weekend,12,18,1,0.1381,0.8829,true,0.1013,0.1868,false,
ACN_2-39-125-21,Weekday,1,34,1,0.3033,0.0039,false,-0.0669,0.2559,false,0.1771
ACN_2-39-125-21,Weekday,2,34,1,0.2342,0.0486,false,-0.5093,-0.2987,true,
ACN_2-39-125-21,Weekday,8,41,1,0.1275,0.5208,true,0.2939,0.4886,true,
ACN_2-39-125-21,Weekday,9,35,1,0.159,0.3412,true,-0.0029,0.2737,false,
ACN_2-39-125-21,Weekday,12,25,1,0.1785,0.4047,true,0.3962,0.165,true,
ACN_2-39-89-25,Weekday,1,16,1,0.2058,0.5079,true,0.194,-0.0853,false,
ACN_2-39-89-25,Weekday,2,22,1,0.1986,0.352,true,-0.603,-0.406,true,
ACN_2-39-89-25,Weekday,7,25,1,0.1514,0.617,true,-0.4845,-0.3559,true,
ACN_2-39-89-25,Weekday,8,61,1,0.2112,0.0089,false,0.6562,0.4293,true,
ACN_2-39-89-25,Weekday,9,23,1,0.2126,0.2506,true,0.4731,0.501,true,
ACN_2-39-127-19,Weekend,12,17,1,0.2511,0.2349,true,-0.0839,0.1618,false,
ACN_2-39-128-18,Weekday,1,21,1,0.1774,0.5248,true,-0.2137,-0.2792,false,
ACN_2-39-128-18,Weekday,2,28,1,0.0936,0.9672,true,-0.2655,-0.0914,false,
ACN_2-39-128-18,Weekday,8,16,1,0.2336,0.348,true,0.515,0.7206,true,
ACN_2-39-128-18,Weekday,9,35,1,0.1679,0.2792,true,0.2758,0.3524,true,
ACN_2-39-128-18,Weekday,10,18,1,0.1988,0.4767,true,0.0368,0.2921,false,
ACN_2-39-128-18,Weekday,12,15,1,0.2537,0.2901,true,0.3491,0.4643,true,
ACN_2-39-130-31,Weekday,1,30,1,0.2161,0.1225,true,0.3386,0.1964,true,
ACN_2-39-130-31,Weekday,2,27,1,0.266,0.0443,false,-0.3136,-0.421,true,
ACN_2-39-130-31,Weekday,8,34,1,0.0996,0.89,true,0.2103,0.3332,true,
ACN_2-39-130-31,Weekday,9,23,1,0.1721,0.5053,true,0.5521,0.2875,true,
ACN_2-39-127-19,Weekday,1,45,1,0.1604,0.1994,true,0.0108,0.2959,false,
ACN_2-39-127-19,Weekday,2,29,1,0.1745,0.3422,true,-0.3714,-0.1547,true,
ACN_2-39-127-19,Weekday,3,16,1,0.3202,0.0756,true,-0.5442,-0.3412,true,
ACN_2-39-127-19,Weekday,8,48,1,0.1266,0.4278,true,-0.0262,0.0642,false,
ACN_2-39-127-19,Weekday,9,26,1,0.1229,0.8284,true,-0.0164,0.105,false,
ACN_2-39-127-19,Weekday,12,16,1,0.1453,0.8887,true,0.2074,0.2853,false,
ACN_2-39-131-30,Weekday,1,41,1,0.2247,0.0324,false,-0.2073,0.1556,false,
ACN_2-39-131-30,Weekday,2,33,1,0.199,0.1479,true,-0.2503,-0.0468,false,
ACN_2-39-131-30,Weekday,3,16,1,0.2782,0.1686,true,-0.4216,-0.6441,true,
ACN_2-39-131-30,Weekday,8,56,1,0.1025,0.602,true,0.1948,0.239,false,
ACN_2-39-139-28,Weekday,1,69,1,0.1613,0.0565,true,-0.1198,0.1793,false,
ACN_2-39-139-28,Weekday,2,31,1,0.0904,0.9622,true,-0.0998,-0.0484,false,
ACN_2-39-139-28,Weekday,3,27,1,0.2348,0.1027,true,-0.2444,-0.3144,true,
ACN_2-39-139-28,Weekday,7,16,1,0.199,0.5517,true,-0.125,0.0706,false,
ACN_2-39-139-28,Weekday,8,65,1,0.1674,0.0536,true,-0.1002,0.0927,false,
ACN_2-39-129-17,Weekend,9,15,1,0.1928,0.6334,true,0.4333,-0.05,true,
ACN_2-39-79-379,Weekday,1,27,1,0.1608,0.4891,true,-0.2868,-0.2833,false,
ACN_2-39-79-379,Weekday,2,38,1,0.3614,0.0001,false,-0.1159,-0.2336,false,-0.2702
ACN_2-39-79-379,Weekday,8,48,1,0.0684,0.9789,true,0.073,0.272,false,
ACN_2-39-79-379,Weekday,9,34,1,0.1632,0.3272,true,0.1145,0.2801,false,
ACN_2-39-79-380,Weekday,1,21,1,0.2306,0.2151,true,-0.6641,-0.5948,true,
ACN_2-39-79-380,Weekday,4,16,1,0.2687,0.199,true,-0.6348,-0.5971,true,
ACN_2-39-79-380,Weekday,7,51,1,0.1574,0.1616,true,0.3926,0.4136,true,
ACN_2-39-79-380,Weekday,8,37,1,0.1508,0.3718,true,0.5368,0.6043,true,
ACN_2-39-79-380,Weekday,10,22,1,0.2038,0.3218,true,0.28,0.2614,false,
