user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,16,29,2,0.0988,0.9403,true,0.2819,0.3975,true,
ACN_2-39-123-23,Weekday,17,42,2,0.1752,0.1535,true,0.2551,0.3234,true,
ACN_2-39-138-29,Weekday,1,15,2,0.2684,0.2307,true,0.0204,-0.2464,false,
ACN_2-39-138-29,Weekday,2,32,2,0.2024,0.1463,true,-0.089,0.0422,false,
ACN_2-39-138-29,Weekday,3,20,2,0.3376,0.0211,false,-0.3568,-0.5188,true,
ACN_2-39-138-29,Weekday,4,15,2,0.1755,0.7457,true,-0.4401,-0.1821,true,
ACN_2-39-138-29,Weekday,15,46,2,0.1882,0.0781,true,-0.115,0.0084,false,
ACN_2-39-138-29,Weekday,16,20,2,0.1577,0.7036,true,0.4463,0.3098,true,
ACN_2-39-78-365,Weekday,3,19,2,0.2862,0.0895,true,-0.5093,-0.4544,true,
ACN_2-39-78-365,Weekday,16,43,2,0.1578,0.2369,true,0.2924,0.4967,true,
ACN_2-39-78-365,Weekday,17,23,2,0.1012,0.9728,true,0.3652,0.5761,true,
ACN_2-39-125-21,Weekday,2,25,2,0.1789,0.4019,true,-0.2133,0.1692,false,
ACN_2-39-125-21,Weekday,3,25,2,0.2361,0.124,true,-0.3781,-0.0969,true,
ACN_2-39-125-21,Weekday,16,33,2,0.1321,0.6146,true,0.304,0.5486,true,
ACN_2-39-125-21,Weekday,17,29,2,0.1962,0.2154,true,0.0083,0.2374,false,
ACN_2-39-125-21,Weekday,24,18,2,0.1854,0.5674,true,0.3166,0.0134,true,
ACN_2-39-89-25,Weekday,14,24,2,0.1383,0.7493,true,-0.2971,-0.2719,false,
ACN_2-39-89-25,Weekday,16,54,2,0.217,0.0127,false,0.6835,0.4618,true,
ACN_2-39-89-25,Weekday,17,22,2,0.2232,0.224,true,0.466,0.4896,true,
ACN_2-39-128-18,Weekday,17,25,2,0.1075,0.9354,true,0.056,0.1577,false,
ACN_2-39-128-18,Weekday,20,15,2,0.1864,0.6756,true,-0.0047,0.3357,true,
ACN_2-39-130-31,Weekday,2,16,2,0.201,0.5387,true,0.2085,0.1588,false,
ACN_2-39-130-31,Weekday,3,17,2,0.1179,0.9723,true,-0.3142,-0.375,true,
ACN_2-39-130-31,Weekday,16,20,2,0.1591,0.6932,true,0.201,0.1429,false,
ACN_2-39-130-31,Weekday,17,18,2,0.1872,0.5549,true,0.5764,0.4324,true,
ACN_2-39-127-19,Weekday,2,32,2,0.1591,0.3951,true,0.0226,0.2575,false,
ACN_2-39-127-19,Weekday,3,19,2,0.1529,0.7672,true,-0.3267,-0.0456,true,
ACN_2-39-127-19,Weekday,16,35,2,0.1879,0.1703,true,-0.0419,-0.0585,false,
