user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
gist|KR_U127,Weekday,18,26,1,0.0815,0.9953,true,-0.1588,-0.1945,false,
norway|TRO_R_Share-12,Weekday,16,19,1,0.2279,0.2781,true,0.4431,0.5649,true,
norway|TRO_R_Share-12,Weekday,20,16,1,0.1705,0.7418,true,0.4267,0.1382,true,
norway|OSL_S_KT45,Weekday,15,17,1,0.2856,0.1256,true,0.2728,-0.1295,false,
norway|OSL_S_KT45,Weekday,16,15,1,0.358,0.043,false,0.7631,0.849,true,0.8491
norway|OSL_S_KT45,Weekday,17,38,1,0.1917,0.1238,true,0.271,0.358,true,
norway|OSL_S_KT45,Weekday,18,69,1,0.2358,0.001,false,0.2904,0.4508,true,0.455
norway|OSL_S_KT45,Weekday,19,37,1,0.1971,0.1141,true,0.244,0.5342,true,
norway|OSL_S_KT45,Weekday,20,31,1,0.2969,0.0086,false,-0.1429,0.1762,false,
norway|OSL_S_KT45,Weekday,21,20,1,0.1744,0.5784,true,-0.0145,0.2414,false,
norway|OSL_S_KT45,Weekday,22,20,1,0.2264,0.2579,true,0.1463,0.4221,true,
norway|OSL_S_KT45,Weekday,23,33,1,0.2251,0.0714,true,0.3874,0.4651,true,
norway|OSL_S_KT45,Weekday,24,27,1,0.1946,0.2596,true,0.1145,0.2229,false,
norway|OSL_T_32,Weekday,16,19,1,0.1768,0.5939,true,0.061,-0.0368,false,
norway|OSL_T_32,Weekday,21,20,1,0.1939,0.4409,true,-0.1635,-0.1596,false,
norway|OSL_S_KT65,Weekday,15,17,1,0.2065,0.4641,true,0.5925,0.5236,true,
norway|OSL_S_KT65,Weekday,19,16,1,0.1215,0.9724,true,0.0328,0.0353,false,
norway|OSL_S_KT65,Weekday,20,19,1,0.1557,0.7475,true,-0.138,0.0,false,
norway|OSL_S_KT65,Weekday,21,17,1,0.2065,0.4643,true,-0.1553,0.3066,true,
norway|OSL_S_KT65,Weekday,22,21,1,0.1637,0.6282,true,0.4716,0.3625,true,
norway|OSL_S_KT65,Weekday,23,20,1,0.1327,0.8736,true,-0.4166,-0.1519,true,
kim|KR_160,Weekday,16,16,1,0.119,0.9774,true,0.0734,-0.0853,false,
kim|KR_160,Weekday,17,25,1,0.2009,0.2665,true,-0.0863,-0.2285,false,
kim|KR_160,Weekday,18,38,1,0.2748,0.0066,false,-0.0872,-0.2767,false,-0.1977
gist|KR_U1222,Weekday,18,56,1,0.1259,0.3401,true,-0.0548,0.0309,false,
gist|KR_U187,Weekday,24,45,1,0.1504,0.2631,true,0.1332,-0.0739,false,
norway|TRO_Plass25,Weekday,16,17,1,0.2517,0.2327,true,0.3035,0.0956,true,
norway|TRO_Plass25,Weekday,17,22,1,0.3006,0.0379,false,0.8873,-0.2525,true,0.0613
norway|TRO_Plass25,Weekday,21,21,1,0.1866,0.4589,true,0.1069,-0.0506,false,
norway|TRO_Plass25,Weekday,22,42,1,0.1605,0.2317,true,0.0461,-0.2107,false,
norway|TRO_Plass25,Weekday,23,30,1,0.1644,0.394,true,0.1089,-0.2984,false,
norway|TRO_Plass25,Weekday,24,19,1,0.1749,0.6075,true,-0.0206,0.0658,false,
norway|ASK_Plass29,Weekday,15,18,1,0.3859,0.0095,false,0.4799,0.4427,true,0.6135
norway|ASK_Plass29,Weekday,16,33,1,0.3534,0.0005,false,0.3883,0.3376,true,0.5452
norway|ASK_Plass29,Weekday,17,56,1,0.2437,0.0027,false,0.3737,0.5741,true,
norway|ASK_Plass29,Weekday,19,27,1,0.257,0.0571,true,0.1049,0.563,true,
norway|ASK_Plass29,Weekday,20,63,1,0.2698,0.0002,false,0.0229,-0.0331,false,0.495
norway|ASK_Plass29,Weekday,21,61,1,0.1946,0.0203,false,0.7855,0.1061,true,
norway|ASK_Plass29,Weekday,22,30,1,0.2728,0.0233,false,0.0325,0.2811,false,
norway|ASK_Plass29,Weekday,23,16,1,0.3212,0.074,true,0.2262,0.2651,false,
norway|ASK_Plass67,Weekday,11,23,1,0.1399,0.7604,true,0.1548,0.2951,false,
norway|ASK_Plass67,Weekday,12,30,1,0.157,0.4526,true,-0.0947,0.0616,false,
norway|ASK_Plass67,Weekday,13,34,1,0.2026,0.1237,true,0.2501,0.3406,true,
norway|ASK_Plass67,Weekday,14,52,1,0.0635,0.9853,true,0.0856,0.1168,false,
norway|ASK_Plass67,Weekday,15,30,1,0.1406,0.5951,true,-0.2011,0.1471,false,
norway|ASK_Plass67,Weekday,16,42,1,0.2617,0.0065,false,-0.1108,0.1062,false,0.1488
norway|ASK_Plass67,Weekday,17,32,1,0.1901,0.199,true,-0.0351,-0.0302,false,
norway|ASK_Plass67,Weekday,18,26,1,0.1303,0.7704,true,0.4157,0.2274,true,
norway|ASK_Plass67,Weekday,19,18,1,0.1903,0.5332,true,-0.3632,0.0114,true,
norway|OSL_S_KT143,Weekend,19,37,1,0.1485,0.3901,true,0.0559,0.0924,false,
norway|OSL_S_KT143,Weekend,20,33,1,0.1594,0.3731,true,0.0547,0.0471,false,
norway|OSL_S_KT143,Weekend,21,35,1,0.1895,0.1632,true,0.1214,-0.118,false,
norway|OSL_S_KT143,Weekend,22,18,1,0.1813,0.5962,true,0.7588,0.5294,true,
norway|ASK_Plass57,Weekday,16,15,1,0.2197,0.4647,true,0.4233,0.5857,true,
norway|ASK_Plass57,Weekday,17,53,1,0.1758,0.0768,true,0.0344,0.4,true,
norway|ASK_Plass57,Weekday,18,30,1,0.2085,0.1483,true,0.327,0.3338,true,
norway|ASK_Plass57,Weekday,19,29,1,0.2089,0.1603,true,0.3325,0.4122,true,
norway|ASK_Plass57,Weekday,20,44,1,0.1867,0.0944,true,-0.0107,0.0149,false,
norway|ASK_Plass57,Weekday,21,29,1,0.163,0.4258,true,0.0741,-0.0889,false,
norway|ASK_Plass57,Weekday,22,24,1,0.2916,0.0341,false,-0.1183,-0.0252,false,0.1619
norway|ASK_Plass7,Weekday,17,42,1,0.2821,0.0026,false,0.2615,0.4887,true,0.5081
norway|ASK_Plass7,Weekday,18,25,1,0.2817,0.0382,false,0.6534,0.7224,true,0.7349
norway|ASK_Plass7,Weekday,19,34,1,0.2618,0.0192,false,-0.2405,-0.0258,false,
norway|ASK_Plass7,Weekday,20,63,1,0.2113,0.0075,false,0.23,0.3944,true,
norway|ASK_Plass7,Weekday,21,18,1,0.2789,0.1221,true,-0.1046,0.1621,false,
norway|ASK_Plass7,Weekday,22,40,1,0.1739,0.1796,true,0.1313,-0.0667,false,
norway|ASK_Plass7,Weekday,23,32,1,0.1406,0.5533,true,-0.1229,-0.2205,false,
norway|OSL_S_KT202,Weekday,15,23,1,0.1765,0.4724,true,0.3962,0.3638,true,
norway|OSL_S_KT202,Weekday,16,45,1,0.1835,0.0979,true,0.3001,0.5666,true,
norway|OSL_S_KT202,Weekday,17,15,1,0.3015,0.1313,true,0.2427,0.7024,true,
norway|OSL_S_KT202,Weekday,20,26,1,0.1259,0.8053,true,0.065,0.028,false,
norway|OSL_S_KT202,Weekday,21,16,1,0.1684,0.7555,true,0.2572,0.2134,false,
gist|KR_U1225,Weekend,18,15,1,0.2302,0.4054,true,0.1989,-0.0161,false,
norway|OSL_T_30,Weekday,16,17,1,0.1813,0.6327,true,0.0249,0.3716,true,
gist|KR_U1446,Weekday,17,26,1,0.1227,0.8297,true,-0.2589,-0.3199,true,
gist|KR_U1446,Weekday,18,31,1,0.1612,0.3984,true,-0.1162,-0.0825,false,
norway|ASK_Plass87,Weekday,17,20,1,0.0966,0.9923,true,-0.2609,-0.0767,false,
norway|ASK_Plass87,Weekday,18,19,1,0.132,0.8955,true,0.0772,-0.136,false,
gist|KR_U8,Weekday,18,29,1,0.1666,0.3986,true,0.3222,0.3239,true,
gist|KR_U8,Weekday,19,16,1,0.1961,0.5708,true,0.4797,0.0619,true,
norway|TRO_R_AdO1-3,Weekday,17,52,1,0.1722,0.0929,true,0.1395,0.4583,true,
norway|TRO_R_AdO1-3,Weekday,18,16,1,0.1762,0.7042,true,0.1745,0.7294,true,
norway|TRO_R_AdO1-3,Weekday,20,26,1,0.1274,0.7936,true,0.1509,0.0951,false,
norway|TRO_R_AdO1-3,Weekday,21,16,1,0.3555,0.0353,false,0.4304,0.0265,true,
norway|BAR_Plass153,Weekday,16,20,1,0.2145,0.3174,true,0.0844,0.2339,false,
norway|BAR_Plass129,Weekday,13,20,1,0.1344,0.8637,true,0.3797,0.1038,true,
norway|BAR_Plass129,Weekday,14,40,1,0.2027,0.0757,true,-0.1595,-0.4066,true,
norway|BAR_Plass129,Weekday,15,35,1,0.2088,0.0955,true,0.2543,0.0234,false,
