user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,1,26,1,0.1922,0.2937,true,-0.1558,-0.0885,false,
ACN_2-39-123-23,Weekday,2,26,1,0.1995,0.2534,true,-0.7793,-0.5159,true,
ACN_2-39-123-23,Weekday,8,37,1,0.0882,0.9367,true,0.2697,0.367,true,
ACN_2-39-123-23,Weekday,9,52,1,0.1919,0.0443,false,0.3126,0.3776,true,
ACN_2-39-138-29,Weekday,1,47,1,0.2119,0.03,false,-0.0642,-0.0926,false,
ACN_2-39-138-29,Weekday,2,35,1,0.3286,0.0011,false,-0.3471,-0.4025,true,
ACN_2-39-138-29,Weekday,8,66,1,0.1273,0.2383,true,0.0508,0.0607,false,
ACN_2-39-78-365,Weekday,2,27,1,0.2838,0.0261,false,-0.6699,-0.6011,true,
ACN_2-39-78-365,Weekday,3,16,1,0.311,0.091,true,-0.8982,-0.85,true,
ACN_2-39-78-365,Weekday,8,53,1,0.1492,0.1912,true,0.3385,0.5149,true,
ACN_2-39-78-365,Weekday,9,30,1,0.1524,0.491,true,0.3286,0.4598,true,
ACN_2-39-78-365,Weekday,10,16,1,0.1945,0.5813,true,0.144,0.4882,true,
ACN_2-39-139-28,Weekend,10,17,1,0.0976,0.997,true,-0.3386,-0.1373,true,
ACN_2-39-139-28,Weekend,12,18,1,0.1239,0.9454,true,0.1013,0.1868,false,
ACN_2-39-125-21,Weekday,1,34,1,0.3089,0.0031,false,-0.0669,0.2559,false,0.1771
ACN_2-39-125-21,Weekday,2,34,1,0.2426,0.037,false,-0.5093,-0.2987,true,
ACN_2-39-125-21,Weekday,8,41,1,0.1288,0.5076,true,0.2939,0.4886,true,
ACN_2-39-125-21,Weekday,9,35,1,0.1663,0.2897,true,-0.0029,0.2737,false,
ACN_2-39-125-21,Weekday,12,25,1,0.1747,0.4319,true,0.3962,0.165,true,
ACN_2-39-89-25,Weekday,1,16,1,0.2131,0.4627,true,0.194,-0.0853,false,
ACN_2-39-89-25,Weekday,2,22,1,0.1982,0.3544,true,-0.603,-0.406,true,
ACN_2-39-89-25,Weekday,7,25,1,0.1536,0.5986,true,-0.4845,-0.3559,true,
ACN_2-39-89-25,Weekday,8,61,1,0.2097,0.0096,false,0.6562,0.4293,true,
ACN_2-39-89-25,Weekday,9,23,1,0.2153,0.2378,true,0.4731,0.501,true,
ACN_2-39-127-19,Weekend,12,17,1,0.2489,0.2437,true,-0.0839,0.1618,false,
ACN_2-39-128-18,Weekday,1,21,1,0.1764,0.5318,true,-0.2137,-0.2792,false,
ACN_2-39-128-18,Weekday,2,28,1,0.0882,0.9815,true,-0.2655,-0.0914,false,
ACN_2-39-128-18,Weekday,8,16,1,0.2276,0.3795,true,0.515,0.7206,true,
ACN_2-39-128-18,Weekday,9,35,1,0.1733,0.2458,true,0.2758,0.3524,true,
ACN_2-39-128-18,Weekday,10,18,1,0.2087,0.4145,true,0.0368,0.2921,false,
ACN_2-39-128-18,Weekday,12,15,1,0.2528,0.2941,true,0.3491,0.4643,true,
ACN_2-39-130-31,Weekday,1,30,1,0.2142,0.1286,true,0.3386,0.1964,true,
ACN_2-39-130-31,Weekday,2,27,1,0.1272,0.7759,true,-0.3136,-0.421,true,
ACN_2-39-130-31,Weekday,8,34,1,0.0993,0.8921,true,0.2103,0.3332,true,
ACN_2-39-130-31,Weekday,9,23,1,0.1652,0.5586,true,0.5521,0.2875,true,
ACN_2-39-127-19,Weekday,1,45,1,0.1554,0.2295,true,0.0108,0.2959,false,
ACN_2-39-127-19,Weekday,2,29,1,0.1735,0.349,true,-0.3714,-0.1547,true,
ACN_2-39-127-19,Weekday,3,16,1,0.2041,0.5187,true,-0.5442,-0.3412,true,
ACN_2-39-127-19,Weekday,8,48,1,0.121,0.486,true,-0.0262,0.0642,false,
ACN_2-39-127-19,Weekday,9,26,1,0.1176,0.8659,true,-0.0164,0.105,false,
ACN_2-39-127-19,Weekday,12,16,1,0.1406,0.9103,true,0.2074,0.2853,false,
ACN_2-39-131-30,Weekday,1,41,1,0.22,0.0384,false,-0.2073,0.1556,false,
ACN_2-39-131-30,Weekday,2,33,1,0.1723,0.2831,true,-0.2503,-0.0468,false,
ACN_2-39-131-30,Weekday,3,16,1,0.2734,0.1835,true,-0.4216,-0.6441,true,
ACN_2-39-131-30,Weekday,8,56,1,0.1076,0.5392,true,0.1948,0.239,false,
ACN_2-39-139-28,Weekday,1,69,1,0.1684,0.041,false,-0.1198,0.1793,false,
ACN_2-39-139-28,Weekday,2,31,1,0.0916,0.9576,true,-0.0998,-0.0484,false,
ACN_2-39-139-28,Weekday,3,27,1,0.2869,0.0238,false,-0.2444,-0.3144,true,
ACN_2-39-139-28,Weekday,7,16,1,0.2066,0.5029,true,-0.125,0.0706,false,
ACN_2-39-139-28,Weekday,8,65,1,0.1197,0.3132,true,-0.1002,0.0927,false,
ACN_2-39-129-17,Weekend,9,15,1,0.1963,0.6107,true,0.4333,-0.05,true,
ACN_2-39-79-379,Weekday,1,27,1,0.1689,0.4259,true,-0.2868,-0.2833,false,
ACN_2-39-79-379,Weekday,2,38,1,0.3646,0.0001,false,-0.1159,-0.2336,false,-0.2702
ACN_2-39-79-379,Weekday,8,48,1,0.0633,0.991,true,0.073,0.272,false,
ACN_2-39-79-379,Weekday,9,34,1,0.1728,0.2635,true,0.1145,0.2801,false,
ACN_2-39-79-380,Weekday,1,21,1,0.2324,0.2077,true,-0.6641,-0.5948,true,
ACN_2-39-79-380,Weekday,4,16,1,0.279,0.1662,true,-0.6348,-0.5971,true,
ACN_2-39-79-380,Weekday,7,51,1,0.1593,0.1521,true,0.3926,0.4136,true,
ACN_2-39-79-380,Weekday,8,37,1,0.1428,0.4401,true,0.5368,0.6043,true,
ACN_2-39-79-380,Weekday,10,22,1,0.2029,0.3269,true,0.28,0.2614,false,
ACN_2-39-79-380,Weekday,12,19,1,0.2313,0.2624,true,-0.2045,-0.387,true,
ACN_2-39-91-437,Weekday,1,18,1,0.338,0.033,false,-0.1761,-0.1166,false,
ACN_2-39-91-437,Weekday,2,26,1,0.3254,0.0082,false,-0.9672,-0.8213,true,
ACN_2-39-91-437,Weekday,8,64,1,0.1386,0.1735,true,0.4487,0.548,true,
ACN_2-39-91-437,Weekday,9,23,1,0.1266,0.8555,true,0.1872,0.1166,false,
ACN_2-39-129-17,Weekday,1,48,1,0.1379,0.3237,true,0.2443,0.038,false,
ACN_2-39-129-17,Weekday,2,22,1,0.1921,0.3926,true,-0.2648,0.0966,false,
ACN_2-39-129-17,Weekday,3,15,1,0.3983,0.0173,false,-0.7339,-0.7429,true,
ACN_2-39-129-17,Weekday,8,48,1,0.1337,0.36,true,0.3221,0.3805,true,
ACN_2-39-129-17,Weekday,9,25,1,0.1379,0.7301,true,-0.2847,-0.0077,false,
ACN_2-39-129-17,Weekday,12,15,1,0.3489,0.0522,true,0.7246,0.2198,true,
ACN_2-39-138-29,Weekend,1,15,1,0.2569,0.2762,true,-0.2887,-0.0821,false,
ACN_2-39-138-29,Weekend,10,16,1,0.1649,0.7778,true,0.1546,-0.05,false,
ACN_2-39-79-377,Weekday,1,18,1,0.2473,0.2219,true,-0.6113,-0.29,true,
