user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
kim|KR_1231,Weekday,18,18,1,0.1813,0.5959,true,0.446,0.4551,true,
kim|KR_1231,Weekday,19,17,1,0.1655,0.7411,true,0.1652,-0.1912,false,
norway|OSL_T_71,Weekday,19,16,1,0.1141,0.9854,true,0.3105,-0.0118,true,
norway|ASK_Plass55,Weekday,17,40,1,0.1168,0.6487,true,-0.0122,0.1672,false,
norway|ASK_Plass55,Weekday,18,19,1,0.1636,0.6903,true,0.6067,0.5485,true,
norway|ASK_Plass55,Weekday,19,16,1,0.2247,0.3954,true,0.0459,0.4371,true,
norway|ASK_Plass55,Weekday,20,16,1,0.1679,0.7587,true,0.0731,0.2441,false,
norway|ASK_Plass55,Weekday,21,17,1,0.2413,0.2766,true,0.3481,0.208,true,
gist|KR_U1228,Weekend,18,23,1,0.1329,0.8124,true,-0.3756,-0.4739,true,
norway|TRO_Plass11,Weekday,21,24,1,0.1405,0.7322,true,0.1594,0.1948,false,
norway|BOD_02H0505,Weekday,17,44,1,0.215,0.0349,false,-0.0565,0.2118,false,0.1721
norway|BOD_02H0505,Weekday,18,17,1,0.3077,0.0805,true,0.684,0.5515,true,
norway|BOD_02H0505,Weekday,21,23,1,0.1334,0.8091,true,0.3293,0.3687,true,
norway|BOD_02H0505,Weekday,22,19,1,0.2554,0.1684,true,0.4023,0.2614,true,
norway|BOD_02H0505,Weekday,23,16,1,0.2359,0.3363,true,-0.1529,-0.3235,true,
norway|TRO_R_AsO6-1,Weekday,16,20,1,0.2468,0.1757,true,-0.1866,-0.1459,false,
norway|OSL_T_49,Weekday,19,25,1,0.1859,0.3548,true,0.1178,0.1908,false,
norway|OSL_T_49,Weekday,20,25,1,0.1573,0.5679,true,0.2053,0.035,false,
norway|OSL_T_49,Weekday,21,21,1,0.1766,0.5304,true,0.484,-0.1506,true,
norway|TRO_R_AdO1-2,Weekday,14,15,1,0.1544,0.8674,true,-0.0359,0.0893,false,
norway|TRO_R_AdO1-2,Weekday,17,18,1,0.243,0.2393,true,0.2123,0.3705,true,
norway|TRO_R_AdO1-2,Weekday,21,17,1,0.1385,0.9007,true,0.0735,-0.0784,false,
norway|TRO_R_UT15-2,Weekday,17,41,1,0.2938,0.0017,false,0.3514,0.5537,true,
norway|TRO_R_UT15-2,Weekday,18,16,1,0.2013,0.5367,true,-0.3114,-0.3029,true,
norway|BAR_Plass121,Weekday,15,31,1,0.1334,0.6415,true,0.1652,0.3978,true,
norway|BAR_Plass121,Weekday,16,30,1,0.1741,0.3251,true,0.1584,0.3836,true,
norway|BAR_Plass121,Weekday,17,43,1,0.1379,0.3897,true,0.0532,0.2804,false,
norway|BAR_Plass121,Weekday,18,26,1,0.121,0.8419,true,0.2071,0.0605,false,
norway|BAR_Plass121,Weekday,19,18,1,0.2307,0.2944,true,-0.1218,0.033,false,
norway|BAR_Plass121,Weekday,21,24,1,0.2174,0.2077,true,0.2761,0.1853,false,
norway|OSL_T_41,Weekday,18,16,1,0.1912,0.6033,true,0.3224,0.3588,true,
kim|KR_178,Weekday,8,38,1,0.2049,0.0832,true,0.2531,-0.066,false,
norway|ASK_Plass57,Weekend,18,18,1,0.189,0.5425,true,0.38,0.3325,true,
gist|KR_U280,Weekday,1,16,1,0.1727,0.7274,true,0.2428,0.1324,false,
acn|ACN_2-39-128-18,Weekday,17,25,1,0.1058,0.9429,true,0.056,0.1577,false,
acn|ACN_2-39-128-18,Weekday,20,15,1,0.1819,0.7048,true,-0.0047,0.3357,true,
gist|KR_U89,Weekday,6,35,1,0.422,0.0,false,-0.0295,-0.3603,true,
gist|KR_U89,Weekday,7,29,1,0.1971,0.2111,true,-0.156,-0.2484,false,
gist|KR_U124,Weekday,19,34,1,0.2004,0.1315,true,-0.2063,-0.4796,true,
gist|KR_U124,Weekday,20,15,1,0.3018,0.1305,true,-0.2079,-0.3286,true,
norway|ASK_Plass37,Weekday,16,16,1,0.2417,0.3082,true,0.4874,0.55,true,
norway|ASK_Plass37,Weekday,17,29,1,0.2351,0.0819,true,0.5364,0.7262,true,
norway|ASK_Plass37,Weekday,19,35,1,0.2373,0.0394,false,0.5094,0.6546,true,
norway|ASK_Plass37,Weekday,20,23,1,0.2366,0.153,true,0.642,0.7549,true,
norway|ASK_Plass37,Weekday,21,30,1,0.1453,0.5532,true,0.0413,0.0814,false,
norway|ASK_Plass37,Weekday,22,15,1,0.2371,0.3689,true,0.1972,0.1144,false,
norway|ASK_Plass37,Weekday,23,26,1,0.1703,0.4392,true,0.1607,0.3511,true,
acn|ACN_2-39-89-25,Weekday,14,24,1,0.1308,0.807,true,-0.2971,-0.2719,false,
acn|ACN_2-39-89-25,Weekday,16,54,1,0.2191,0.0115,false,0.6835,0.4618,true,
acn|ACN_2-39-89-25,Weekday,17,22,1,0.2203,0.2369,true,0.466,0.4896,true,
acn|ACN_2-39-123-23,Weekday,16,29,1,0.0945,0.9584,true,0.2819,0.3975,true,
acn|ACN_2-39-123-23,Weekday,17,42,1,0.1886,0.1022,true,0.2551,0.3234,true,
norway|TRO_R_UT1-1,Weekday,17,24,1,0.152,0.6374,true,0.112,0.3087,true,
norway|TRO_R_UT1-1,Weekday,20,17,1,0.162,0.7646,true,0.6485,0.2672,true,
acn|ACN_2-39-131-30,Weekday,2,31,1,0.187,0.2298,true,-0.1716,0.2903,false,
acn|ACN_2-39-131-30,Weekday,3,16,1,0.2073,0.4985,true,-0.214,0.1441,false,
acn|ACN_2-39-131-30,Weekday,4,17,1,0.2304,0.3284,true,-0.3763,-0.3284,true,
acn|ACN_2-39-131-30,Weekday,16,51,1,0.1168,0.4933,true,0.1385,0.1592,false,
norway|TRO_R_AsO10-1,Weekday,16,15,1,0.251,0.3021,true,-0.0424,0.2286,false,
norway|TRO_R_AsO10-1,Weekday,17,19,1,0.2846,0.0926,true,0.3537,0.0474,true,
norway|TRO_R_AsO10-1,Weekday,21,15,1,0.282,0.1847,true,-0.0169,0.3,false,
norway|OSL_S_KT43,Weekday,11,15,1,0.3086,0.1153,true,0.5694,0.1821,true,
norway|OSL_S_KT43,Weekday,19,20,1,0.1129,0.9611,true,0.3538,0.2466,true,
norway|OSL_S_KT43,Weekday,20,36,1,0.1148,0.7322,true,0.0228,0.2054,false,
norway|OSL_S_KT43,Weekday,21,30,1,0.1288,0.7042,true,0.1248,0.259,false,
norway|OSL_S_KT43,Weekday,22,39,1,0.1143,0.6902,true,-0.0708,0.021,false,
norway|OSL_S_KT43,Weekday,23,29,1,0.2103,0.1549,true,0.2004,0.0305,false,
norway|OSL_S_KT43,Weekday,24,27,1,0.1248,0.7956,true,0.091,0.232,false,
norway|TRO_R_Bl2-3,Weekday,16,35,1,0.1108,0.7851,true,0.2514,0.0826,false,
norway|TRO_R_Bl2-3,Weekday,17,42,1,0.1544,0.2713,true,0.1467,0.2326,false,
norway|ASK_Plass23,Weekday,16,18,1,0.3013,0.0767,true,0.4282,0.323,true,
norway|ASK_Plass23,Weekday,18,34,1,0.1901,0.1726,true,0.3506,0.5897,true,
norway|ASK_Plass23,Weekday,19,36,1,0.2352,0.0378,false,0.5132,0.3062,true,
norway|ASK_Plass23,Weekday,20,30,1,0.2153,0.1248,true,0.2067,0.2811,false,
norway|ASK_Plass23,Weekday,21,42,1,0.1857,0.1118,true,0.3092,0.1243,true,
norway|ASK_Plass23,Weekday,22,38,1,0.2266,0.0409,false,0.0748,0.2141,false,0.0527
norway|ASK_Plass23,Weekday,23,15,1,0.1987,0.5955,true,-0.0496,-0.1519,false,
gist|KR_U186,Weekday,19,27,1,0.187,0.3031,true,-0.0933,-0.0434,false,
gist|KR_U186,Weekday,20,25,1,0.1405,0.7085,true,0.3756,0.2866,true,
gist|KR_U98,Weekday,16,17,1,0.1132,0.9814,true,0.3452,0.375,true,
gist|KR_U98,Weekday,17,15,1,0.1662,0.8023,true,0.1571,0.0571,false,
gist|KR_U98,Weekday,18,18,1,0.128,0.93,true,-0.0159,0.126,false,
gist|KR_U98,Weekday,19,16,1,0.1433,0.8982,true,0.1733,0.3647,true,
norway|OSL_T_26,Weekday,12,19,1,0.3207,0.0404,false,0.2096,-0.2598,false,
norway|OSL_T_26,Weekday,17,83,1,0.2738,0.0,false,-0.0172,-0.1067,false,
norway|OSL_T_26,Weekday,18,46,1,0.1989,0.0533,true,0.3249,0.4931,true,
norway|OSL_T_26,Weekday,23,19,1,0.3186,0.0426,false,0.281,0.3484,true,0.7356
norway|OSL_S_KT140,Weekday,18,25,1,0.2145,0.2014,true,0.8931,0.8336,true,
norway|OSL_S_KT140,Weekday,19,15,1,0.1668,0.7991,true,0.1484,0.3821,true,
norway|OSL_S_KT140,Weekday,20,15,1,0.2482,0.3145,true,0.5066,0.3464,true,
norway|OSL_S_KT140,Weekday,21,18,1,0.1613,0.7384,true,0.5177,0.356,true,
norway|TRO_Plass45,Weekday,16,24,1,0.1888,0.3607,true,-0.1003,0.1953,false,
norway|TRO_Plass45,Weekday,17,18,1,0.1799,0.6057,true,-0.2374,-0.1208,false,
norway|TRO_Plass45,Weekday,18,17,1,0.1652,0.7435,true,0.1032,0.0196,false,
norway|BAR_Plass126,Weekday,17,102,1,0.311,0.0,false,-0.1012,-0.1577,false,
norway|BAR_Plass126,Weekday,18,96,1,0.1792,0.0045,false,0.0298,-0.0644,false,
norway|OSL_S_KT138,Weekday,21,25,1,0.1406,0.7077,true,0.0897,0.1246,false,
kim|KR_401,Weekday,17,30,1,0.1086,0.872,true,0.1429,-0.0211,false,
norway|TRO_Plass41,Weekday,12,16,1,0.2667,0.2059,true,0.9557,0.2399,true,
norway|TRO_Plass41,Weekday,13,22,1,0.2664,0.0886,true,0.0407,-0.2169,false,
norway|TRO_Plass41,Weekday,14,17,1,0.3164,0.0669,true,0.557,0.2344,true,
norway|TRO_Plass41,Weekday,15,19,1,0.1908,0.4945,true,-0.2288,-0.2291,false,
norway|TRO_Plass41,Weekday,16,18,1,0.1268,0.9347,true,0.3407,0.1354,true,
norway|TRO_Plass41,Weekday,17,22,1,0.2435,0.1481,true,0.8536,0.5113,true,
norway|TRO_Plass41,Weekday,18,25,1,0.2,0.2713,true,0.0882,0.1358,false,
norway|TRO_Plass41,Weekday,19,30,1,0.1315,0.6794,true,0.1856,0.1962,false,
norway|TRO_Plass41,Weekday,20,17,1,0.2045,0.4771,true,-0.3473,-0.1484,true,
norway|TRO_Plass41,Weekday,21,19,1,0.0956,0.9951,true,-0.414,0.1596,true,
norway|TRO_Plass41,Weekday,22,24,1,0.1513,0.6435,true,-0.0699,0.0478,false,
kim|KR_1226,Weekday,18,20,1,0.0996,0.9889,true,0.0517,0.006,false,
norway|OSL_S_KT59,Weekday,1,21,1,0.1198,0.9243,true,0.2867,0.2416,false,
norway|OSL_S_KT59,Weekday,15,25,1,0.2702,0.0524,true,0.6974,0.4201,true,
norway|OSL_S_KT59,Weekday,23,22,1,0.1273,0.869,true,0.2229,0.3457,true,
norway|OSL_S_KT59,Weekday,24,39,1,0.1655,0.2377,true,0.1872,0.0997,false,
norway|OSL_S_KT77,Weekday,15,21,1,0.2938,0.0537,true,0.6515,0.4727,true,
norway|OSL_S_KT77,Weekday,16,27,1,0.2191,0.1506,true,0.0756,-0.0122,false,
norway|OSL_S_KT77,Weekday,17,23,1,0.1429,0.7369,true,0.4642,0.3953,true,
norway|OSL_S_KT77,Weekday,18,16,1,0.1136,0.9861,true,0.158,0.2176,false,
norway|OSL_S_KT77,Weekday,19,27,1,0.101,0.9462,true,0.258,0.2295,false,
kim|KR_1433,Weekday,9,17,1,0.2314,0.3233,true,0.3925,0.6225,true,
norway|BAR_2_Plass12,Weekday,16,19,1,0.2117,0.3633,true,0.1705,0.0158,false,
norway|BAR_2_Plass12,Weekday,18,25,1,0.1735,0.4407,true,0.2491,0.5833,true,
norway|BAR_2_Plass12,Weekday,19,16,1,0.1286,0.9543,true,0.1819,0.4706,true,
norway|BAR_2_Plass12,Weekday,20,15,1,0.1838,0.6921,true,0.1375,0.0286,false,
norway|BAR_2_Plass12,Weekday,21,23,1,0.1368,0.7834,true,0.1802,0.2717,false,
norway|BAR_2_Plass12,Weekday,22,21,1,0.1624,0.6385,true,0.2093,0.1929,false,
gist|KR_U127,Weekday,15,15,1,0.2714,0.22,true,0.5733,0.3289,true,
gist|KR_U127,Weekday,16,33,1,0.1213,0.7185,true,0.2494,0.168,false,
gist|KR_U127,Weekday,17,19,1,0.2464,0.2,true,0.3505,-0.0369,true,
gist|KR_U127,Weekday,18,26,1,0.0856,0.9913,true,-0.1588,-0.1945,false,
norway|TRO_R_Share-12,Weekday,16,19,1,0.2306,0.2655,true,0.4431,0.5649,true,
norway|TRO_R_Share-12,Weekday,20,16,1,0.1743,0.7168,true,0.4267,0.1382,true,
norway|OSL_S_KT45,Weekday,15,17,1,0.291,0.113,true,0.2728,-0.1295,false,
norway|OSL_S_KT45,Weekday,16,15,1,0.3584,0.0426,false,0.7631,0.849,true,0.8491
norway|OSL_S_KT45,Weekday,17,38,1,0.1936,0.1171,true,0.271,0.358,true,
norway|OSL_S_KT45,Weekday,18,69,1,0.2362,0.001,false,0.2904,0.4508,true,0.455
norway|OSL_S_KT45,Weekday,19,37,1,0.2055,0.0889,true,0.244,0.5342,true,
norway|OSL_S_KT45,Weekday,20,31,1,0.2787,0.0165,false,-0.1429,0.1762,false,
norway|OSL_S_KT45,Weekday,21,20,1,0.1763,0.5644,true,-0.0145,0.2414,false,
norway|OSL_S_KT45,Weekday,22,20,1,0.2201,0.2883,true,0.1463,0.4221,true,
norway|OSL_S_KT45,Weekday,23,33,1,0.2218,0.0786,true,0.3874,0.4651,true,
norway|OSL_S_KT45,Weekday,24,27,1,0.1918,0.2751,true,0.1145,0.2229,false,
norway|OSL_T_32,Weekday,16,19,1,0.2378,0.2339,true,0.061,-0.0368,false,
norway|OSL_T_32,Weekday,21,20,1,0.181,0.5301,true,-0.1635,-0.1596,false,
norway|OSL_S_KT65,Weekday,15,17,1,0.2,0.5057,true,0.5925,0.5236,true,
norway|OSL_S_KT65,Weekday,19,16,1,0.1218,0.9718,true,0.0328,0.0353,false,
norway|OSL_S_KT65,Weekday,20,19,1,0.1581,0.7304,true,-0.138,0.0,false,
norway|OSL_S_KT65,Weekday,21,17,1,0.1909,0.5664,true,-0.1553,0.3066,true,
norway|OSL_S_KT65,Weekday,22,21,1,0.1612,0.6475,true,0.4716,0.3625,true,
norway|OSL_S_KT65,Weekday,23,20,1,0.1372,0.8467,true,-0.4166,-0.1519,true,
kim|KR_160,Weekday,16,16,1,0.1226,0.97,true,0.0734,-0.0853,false,
kim|KR_160,Weekday,17,25,1,0.2014,0.2639,true,-0.0863,-0.2285,false,
kim|KR_160,Weekday,18,38,1,0.143,0.421,true,-0.0872,-0.2767,false,
gist|KR_U1222,Weekday,18,56,1,0.1261,0.3384,true,-0.0548,0.0309,false,
gist|KR_U187,Weekday,24,45,1,0.1378,0.3629,true,0.1332,-0.0739,false,
norway|TRO_Plass25,Weekday,16,17,1,0.3045,0.086,true,0.3035,0.0956,true,
norway|TRO_Plass25,Weekday,17,22,1,0.3087,0.0305,false,0.8873,-0.2525,true,0.0613
norway|TRO_Plass25,Weekday,21,21,1,0.1976,0.3864,true,0.1069,-0.0506,false,
norway|TRO_Plass25,Weekday,22,42,1,0.1615,0.2256,true,0.0461,-0.2107,false,
norway|TRO_Plass25,Weekday,23,30,1,0.1715,0.3423,true,0.1089,-0.2984,false,
norway|TRO_Plass25,Weekday,24,19,1,0.1732,0.6199,true,-0.0206,0.0658,false,
norway|ASK_Plass29,Weekday,15,18,1,0.3742,0.013,false,0.4799,0.4427,true,0.6135
norway|ASK_Plass29,Weekday,16,33,1,0.3655,0.0003,false,0.3883,0.3376,true,0.5452
norway|ASK_Plass29,Weekday,17,56,1,0.2381,0.0036,false,0.3737,0.5741,true,
norway|ASK_Plass29,Weekday,19,27,1,0.2173,0.1573,true,0.1049,0.563,true,
norway|ASK_Plass29,Weekday,20,63,1,0.2751,0.0002,false,0.0229,-0.0331,false,0.495
norway|ASK_Plass29,Weekday,21,61,1,0.2518,0.0009,false,0.7855,0.1061,true,
norway|ASK_Plass29,Weekday,22,30,1,0.2782,0.0195,false,0.0325,0.2811,false,
norway|ASK_Plass29,Weekday,23,16,1,0.311,0.091,true,0.2262,0.2651,false,
norway|ASK_Plass67,Weekday,11,23,1,0.1393,0.765,true,0.1548,0.2951,false,
norway|ASK_Plass67,Weekday,12,30,1,0.159,0.4363,true,-0.0947,0.0616,false,
norway|ASK_Plass67,Weekday,13,34,1,0.2051,0.1154,true,0.2501,0.3406,true,
norway|ASK_Plass67,Weekday,14,52,1,0.0635,0.9853,true,0.0856,0.1168,false,
norway|ASK_Plass67,Weekday,15,30,1,0.1425,0.5778,true,-0.2011,0.1471,false,
norway|ASK_Plass67,Weekday,16,42,1,0.2668,0.0052,false,-0.1108,0.1062,false,0.1488
norway|ASK_Plass67,Weekday,17,32,1,0.189,0.2043,true,-0.0351,-0.0302,false,
norway|ASK_Plass67,Weekday,18,26,1,0.132,0.7565,true,0.4157,0.2274,true,
norway|ASK_Plass67,Weekday,19,18,1,0.1853,0.5678,true,-0.3632,0.0114,true,
norway|OSL_S_KT143,Weekend,19,37,1,0.1539,0.3466,true,0.0559,0.0924,false,
norway|OSL_S_KT143,Weekend,20,33,1,0.1477,0.4698,true,0.0547,0.0471,false,
norway|OSL_S_KT143,Weekend,21,35,1,0.1979,0.1301,true,0.1214,-0.118,false,
norway|OSL_S_KT143,Weekend,22,18,1,0.1958,0.4963,true,0.7588,0.5294,true,
norway|ASK_Plass57,Weekday,16,15,1,0.2127,0.5072,true,0.4233,0.5857,true,
norway|ASK_Plass57,Weekday,17,53,1,0.178,0.0707,true,0.0344,0.4,true,
norway|ASK_Plass57,Weekday,18,30,1,0.2114,0.1379,true,0.327,0.3338,true,
norway|ASK_Plass57,Weekday,19,29,1,0.2267,0.1024,true,0.3325,0.4122,true,
norway|ASK_Plass57,Weekday,20,44,1,0.185,0.0998,true,-0.0107,0.0149,false,
norway|ASK_Plass57,Weekday,21,29,1,0.1606,0.4447,true,0.0741,-0.0889,false,
norway|ASK_Plass57,Weekday,22,24,1,0.2909,0.0348,false,-0.1183,-0.0252,false,0.1619
norway|ASK_Plass7,Weekday,17,42,1,0.2598,0.0071,false,0.2615,0.4887,true,
norway|ASK_Plass7,Weekday,18,25,1,0.2892,0.0309,false,0.6534,0.7224,true,0.7349
norway|ASK_Plass7,Weekday,19,34,1,0.2546,0.0247,false,-0.2405,-0.0258,false,
norway|ASK_Plass7,Weekday,20,63,1,0.2461,0.001,false,0.23,0.3944,true,0.5008
norway|ASK_Plass7,Weekday,21,18,1,0.2807,0.1178,true,-0.1046,0.1621,false,
norway|ASK_Plass7,Weekday,22,40,1,0.1563,0.2847,true,0.1313,-0.0667,false,
norway|ASK_Plass7,Weekday,23,32,1,0.1576,0.4061,true,-0.1229,-0.2205,false,
norway|OSL_S_KT202,Weekday,15,23,1,0.2234,0.2024,true,0.3962,0.3638,true,
norway|OSL_S_KT202,Weekday,16,45,1,0.1809,0.1066,true,0.3001,0.5666,true,
norway|OSL_S_KT202,Weekday,17,15,1,0.2762,0.2033,true,0.2427,0.7024,true,
norway|OSL_S_KT202,Weekday,20,26,1,0.1326,0.7516,true,0.065,0.028,false,
norway|OSL_S_KT202,Weekday,21,16,1,0.1704,0.7425,true,0.2572,0.2134,false,
gist|KR_U1225,Weekend,18,15,1,0.2285,0.4147,true,0.1989,-0.0161,false,
norway|OSL_T_30,Weekday,16,17,1,0.1837,0.6157,true,0.0249,0.3716,true,
gist|KR_U1446,Weekday,17,26,1,0.1213,0.8403,true,-0.2589,-0.3199,true,
gist|KR_U1446,Weekday,18,31,1,0.1479,0.5088,true,-0.1162,-0.0825,false,
norway|ASK_Plass87,Weekday,17,20,1,0.0971,0.9918,true,-0.2609,-0.0767,false,
norway|ASK_Plass87,Weekday,18,19,1,0.1431,0.8319,true,0.0772,-0.136,false,
gist|KR_U8,Weekday,18,29,1,0.1645,0.4145,true,0.3222,0.3239,true,
gist|KR_U8,Weekday,19,16,1,0.1854,0.6423,true,0.4797,0.0619,true,
norway|TRO_R_AdO1-3,Weekday,17,52,1,0.1624,0.1304,true,0.1395,0.4583,true,
norway|TRO_R_AdO1-3,Weekday,18,16,1,0.1712,0.7373,true,0.1745,0.7294,true,
norway|TRO_R_AdO1-3,Weekday,20,26,1,0.2181,0.1694,true,0.1509,0.0951,false,
norway|TRO_R_AdO1-3,Weekday,21,16,1,0.3652,0.0282,false,0.4304,0.0265,true,
norway|BAR_Plass153,Weekday,16,20,1,0.2201,0.2883,true,0.0844,0.2339,false,
norway|BAR_Plass129,Weekday,13,20,1,0.139,0.8353,true,0.3797,0.1038,true,
norway|BAR_Plass129,Weekday,14,40,1,0.2038,0.0731,true,-0.1595,-0.4066,true,
norway|BAR_Plass129,Weekday,15,35,1,0.2084,0.0966,true,0.2543,0.0234,false,
norway|BAR_Plass129,Weekday,16,52,1,0.1727,0.0915,true,-0.118,-0.2183,false,
norway|BAR_Plass129,Weekday,17,29,1,0.1599,0.4509,true,0.0155,-0.0921,false,
norway|BAR_Plass129,Weekday,18,18,1,0.2549,0.1934,true,-0.1988,-0.6061,true,
norway|TRO_R_AdA6-1,Weekday,16,29,1,0.2068,0.1687,true,0.2135,0.3202,true,
norway|TRO_R_AdA6-1,Weekday,17,19,1,0.2502,0.186,true,0.8811,0.9035,true,
norway|TRO_R_AdA6-1,Weekday,23,17,1,0.257,0.2123,true,0.2035,-0.4142,true,
acn|ACN_2-39-127-19,Weekday,2,32,1,0.1504,0.4666,true,0.0226,0.2575,false,
acn|ACN_2-39-127-19,Weekday,3,19,1,0.1527,0.7686,true,-0.3267,-0.0456,true,
acn|ACN_2-39-127-19,Weekday,16,35,1,0.1768,0.2257,true,-0.0419,-0.0585,false,
acn|ACN_2-39-127-19,Weekday,17,22,1,0.1057,0.9669,true,0.1615,0.1564,false,
gist|KR_U73,Weekday,11,25,1,0.2374,0.1203,true,0.6808,-0.1147,true,
gist|KR_U73,Weekday,15,18,1,0.1282,0.9294,true,0.4821,0.3911,true,
gist|KR_U434,Weekday,17,20,1,0.1818,0.5244,true,-0.1144,-0.4346,true,
gist|KR_U434,Weekday,18,46,1,0.0943,0.8104,true,-0.142,-0.1346,false,
gist|KR_U434,Weekday,19,17,1,0.3238,0.057,true,-0.0576,-0.3374,true,
norway|OSL_S_KT160,Weekday,3,18,1,0.2923,0.0927,true,-0.4698,-0.6058,true,
acn|ACN_2-39-139-28,Weekday,1,17,1,0.214,0.4187,true,-0.1349,0.2647,false,
acn|ACN_2-39-139-28,Weekday,2,52,1,0.1637,0.1249,true,-0.176,0.1169,false,
acn|ACN_2-39-139-28,Weekday,3,16,1,0.1243,0.966,true,-0.0347,0.1559,false,
acn|ACN_2-39-139-28,Weekday,4,15,1,0.1785,0.7267,true,-0.3534,-0.4464,true,
acn|ACN_2-39-139-28,Weekday,5,17,1,0.2783,0.1442,true,-0.3045,-0.299,true,
acn|ACN_2-39-139-28,Weekday,15,43,1,0.2009,0.0631,true,0.065,0.0488,false,
acn|ACN_2-39-139-28,Weekday,16,22,1,0.166,0.5804,true,-0.2153,0.0356,false,
norway|OSL_S_KT94,Weekday,14,22,1,0.1353,0.8162,true,-0.1658,-0.0785,false,
norway|OSL_S_KT94,Weekday,15,22,1,0.1823,0.4588,true,0.3073,0.4226,true,
norway|OSL_S_KT94,Weekday,16,15,1,0.1978,0.6009,true,0.3726,0.325,true,
norway|OSL_S_KT94,Weekday,17,18,1,0.1637,0.7213,true,0.3094,0.3044,true,
norway|OSL_T_76,Weekday,19,18,1,0.1968,0.4898,true,-0.0309,0.25,false,
norway|OSL_S_KT164,Weekday,17,28,1,0.141,0.6356,true,0.0726,0.3408,true,
norway|OSL_S_KT45,Weekend,1,18,1,0.1206,0.9563,true,0.2176,0.1001,false,
norway|OSL_S_KT45,Weekend,19,16,1,0.2372,0.3299,true,0.168,0.2382,false,
norway|ASK_Plass5,Weekday,15,21,1,0.1421,0.7912,true,-0.2303,0.1532,false,
norway|ASK_Plass5,Weekday,16,19,1,0.2204,0.3154,true,0.627,0.8012,true,
norway|ASK_Plass5,Weekday,17,43,1,0.2357,0.0172,false,0.1181,0.0123,false,
norway|ASK_Plass5,Weekday,18,17,1,0.326,0.0542,true,0.9317,0.473,true,
