user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
KR_U187,Weekday,24,45,1,0.1493,0.2709,true,0.1332,-0.0739,false,
KR_U434,Weekday,17,20,1,0.2256,0.2616,true,-0.1144,-0.4346,true,
KR_U434,Weekday,18,46,1,0.0958,0.7949,true,-0.142,-0.1346,false,
KR_U434,Weekday,19,17,1,0.1496,0.8422,true,-0.0576,-0.3374,true,
KR_U89,Weekday,6,35,1,0.4181,0.0,false,-0.0295,-0.3603,true,
KR_U89,Weekday,7,29,1,0.4304,0.0,false,-0.156,-0.2484,false,-0.1183
KR_U507,Weekday,19,15,1,0.1835,0.6943,true,0.0727,-0.1756,false,
KR_U1228,Weekday,18,44,1,0.1662,0.1776,true,0.055,-0.3033,true,
KR_U1228,Weekday,19,62,1,0.1036,0.5222,true,-0.138,-0.3275,true,
KR_U1230,Weekday,18,57,1,0.1226,0.3622,true,-0.1195,-0.1698,false,
KR_U127,Weekday,15,15,1,0.2819,0.185,true,0.5733,0.3289,true,
KR_U127,Weekday,16,33,1,0.1269,0.6647,true,0.2494,0.168,false,
KR_U127,Weekday,17,19,1,0.1579,0.732,true,0.3505,-0.0369,true,
KR_U127,Weekday,18,26,1,0.0821,0.9948,true,-0.1588,-0.1945,false,
KR_U1225,Weekend,18,15,1,0.2335,0.3877,true,0.1989,-0.0161,false,
KR_U1446,Weekday,17,26,1,0.1273,0.7946,true,-0.2589,-0.3199,true,
KR_U1446,Weekday,18,31,1,0.108,0.8637,true,-0.1162,-0.0825,false,
KR_U280,Weekday,1,16,1,0.1651,0.7766,true,0.2428,0.1324,false,
KR_U98,Weekday,16,17,1,0.1149,0.9784,true,0.3452,0.375,true,
KR_U98,Weekday,17,15,1,0.1643,0.8134,true,0.1571,0.0571,false,
KR_U98,Weekday,18,18,1,0.1324,0.911,true,-0.0159,0.126,false,
KR_U98,Weekday,19,16,1,0.1453,0.8887,true,0.1733,0.3647,true,
KR_U186,Weekday,19,27,1,0.187,0.3031,true,-0.0933,-0.0434,false,
KR_U186,Weekday,20,25,1,0.1405,0.7085,true,0.3756,0.2866,true,
KR_U73,Weekday,11,25,1,0.2438,0.1032,true,0.6808,-0.1147,true,
KR_U73,Weekday,15,18,1,0.1349,0.8995,true,0.4821,0.3911,true,
KR_U106,Weekday,19,31,1,0.2015,0.1625,true,0.0295,0.0259,false,
KR_U106,Weekday,21,38,1,0.1507,0.3562,true,0.1781,0.2623,false,
KR_U194,Weekday,24,17,1,0.2037,0.482,true,0.2666,0.2233,false,
KR_U8,Weekday,18,29,1,0.1681,0.3875,true,0.3222,0.3239,true,
KR_U8,Weekday,19,16,1,0.1849,0.6457,true,0.4797,0.0619,true,
KR_U124,Weekday,19,34,1,0.1946,0.1536,true,-0.2063,-0.4796,true,
KR_U124,Weekday,20,15,1,0.2314,0.3989,true,-0.2079,-0.3286,true,
KR_U1225,Weekday,18,83,1,0.1592,0.0309,false,-0.0201,-0.313,true,
KR_U1225,Weekday,19,18,1,0.1671,0.6974,true,0.0698,-0.1685,false,
KR_U107,Weekday,20,19,1,0.2224,0.3053,true,-0.0037,0.3351,true,
KR_U1629,Weekday,9,18,1,0.2008,0.4635,true,-0.0031,0.2301,false,
KR_U1629,Weekday,13,16,1,0.2202,0.4208,true,0.6103,0.6156,true,
KR_U187,Weekend,24,20,1,0.1648,0.6503,true,0.0558,-0.1211,false,
KR_U283,Weekday,19,21,1,0.1655,0.614,true,0.2976,0.1416,false,
KR_U463,Weekday,7,27,1,0.1814,0.3385,true,0.1954,0.5347,true,
KR_U463,Weekday,8,29,1,0.1172,0.8217,true,0.1092,0.385,true,
KR_U463,Weekday,11,19,1,0.1121,0.971,true,-0.0224,0.08,false,
KR_U463,Weekday,12,16,1,0.128,0.956,true,-0.1684,-0.0162,false,
KR_U1222,Weekday,18,56,1,0.127,0.3299,true,-0.0548,0.0309,false,
KR_U1764,Weekday,19,26,1,0.2076,0.2136,true,0.3205,0.1197,true,
KR_U1228,Weekend,18,23,1,0.1408,0.7532,true,-0.3756,-0.4739,true,
