user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
OSL_T_41,Weekday,9,28,2,0.1676,0.4132,true,0.0208,-0.0536,false,
OSL_T_41,Weekday,10,15,2,0.2222,0.4504,true,0.564,0.3429,true,
OSL_T_41,Weekday,11,18,2,0.1191,0.9606,true,-0.4552,-0.2611,true,
TRO_R_AdO1-3,Weekday,9,68,2,0.1424,0.1291,true,0.1527,0.5207,true,
TRO_R_AdO1-3,Weekday,10,37,2,0.1285,0.5768,true,0.2025,0.3246,true,
TRO_R_AdO1-3,Weekday,11,30,2,0.1479,0.5298,true,0.0216,-0.0149,false,
OSL_S_KT202,Weekday,8,68,2,0.2077,0.0059,false,0.3158,0.5066,true,
OSL_S_KT202,Weekday,9,24,2,0.2357,0.1399,true,0.1803,0.5288,true,
OSL_S_KT202,Weekday,10,39,2,0.122,0.6102,true,0.2553,0.2849,false,
OSL_S_KT202,Weekday,11,28,2,0.1296,0.7367,true,0.1106,0.0454,false,
TRO_Plass41,Weekday,5,17,2,0.1646,0.7474,true,-0.1689,-0.0111,false,
TRO_Plass41,Weekday,6,29,2,0.1812,0.2984,true,0.6129,0.2952,true,
TRO_Plass41,Weekday,7,39,2,0.3172,0.0008,false,0.5708,-0.0018,true,0.3793
TRO_Plass41,Weekday,8,37,2,0.1642,0.2734,true,0.0651,-0.0333,false,
TRO_Plass41,Weekday,9,47,2,0.1729,0.1218,true,0.3817,0.4054,true,
TRO_Plass41,Weekday,10,47,2,0.0946,0.7962,true,0.1173,0.0763,false,
TRO_Plass41,Weekday,11,43,2,0.1236,0.53,true,-0.2424,0.1326,false,
TRO_Plass41,Weekday,12,26,2,0.1536,0.5735,true,-0.1645,-0.3892,true,
ASK_Plass45,Weekday,8,23,2,0.1354,0.7938,true,-0.0531,-0.0119,false,
ASK_Plass45,Weekday,10,17,2,0.1653,0.7424,true,-0.044,-0.1275,false,
ASK_Plass45,Weekday,11,86,2,0.1439,0.0586,true,0.2726,0.0577,false,
ASK_Plass55,Weekday,8,19,2,0.2066,0.3929,true,0.2888,0.3263,true,
ASK_Plass55,Weekday,9,59,2,0.1163,0.4058,true,0.0984,0.2469,false,
ASK_Plass55,Weekday,10,32,2,0.1586,0.399,true,0.084,0.2768,false,
ASK_Plass55,Weekday,11,27,2,0.1932,0.2671,true,0.0669,-0.1721,false,
TRO_R_Bl2-1,Weekday,8,28,2,0.1814,0.3173,true,0.4595,0.4373,true,
TRO_R_Bl2-1,Weekday,9,24,2,0.2094,0.2445,true,0.3688,0.64,true,
TRO_R_Bl2-1,Weekday,10,38,2,0.1581,0.3002,true,0.2852,0.2949,false,
TRO_R_Bl2-1,Weekday,11,40,2,0.0877,0.9192,true,0.0413,-0.0272,false,
TRO_R_Bl2-1,Weekday,12,16,2,0.1825,0.6619,true,-0.0212,-0.1118,false,
BAR_2_Plass14,Weekday,11,18,2,0.1375,0.8863,true,0.514,0.2095,true,
BAR_2_Plass14,Weekday,12,16,2,0.1341,0.9362,true,-0.0632,0.1206,false,
BAR_Plass113,Weekend,9,25,2,0.1291,0.8002,true,-0.0225,0.2846,false,
BAR_Plass113,Weekend,10,23,2,0.1543,0.6458,true,0.1986,0.0543,false,
TRO_R_Bl2-7,Weekday,8,15,2,0.2097,0.5255,true,-0.1762,-0.1286,false,
