user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,16,29,2,0.0902,0.9727,true,0.2819,0.3975,true,
ACN_2-39-123-23,Weekday,17,42,2,0.1815,0.1273,true,0.2551,0.3234,true,
ACN_2-39-138-29,Weekday,1,15,2,0.2785,0.1956,true,0.0204,-0.2464,false,
ACN_2-39-138-29,Weekday,2,32,2,0.1875,0.2118,true,-0.089,0.0422,false,
ACN_2-39-138-29,Weekday,3,20,2,0.2133,0.3239,true,-0.3568,-0.5188,true,
ACN_2-39-138-29,Weekday,4,15,2,0.1842,0.6899,true,-0.4401,-0.1821,true,
ACN_2-39-138-29,Weekday,15,46,2,0.1867,0.0822,true,-0.115,0.0084,false,
ACN_2-39-138-29,Weekday,16,20,2,0.1617,0.6737,true,0.4463,0.3098,true,
ACN_2-39-78-365,Weekday,3,19,2,0.2889,0.0844,true,-0.5093,-0.4544,true,
ACN_2-39-78-365,Weekday,16,43,2,0.1633,0.2037,true,0.2924,0.4967,true,
ACN_2-39-78-365,Weekday,17,23,2,0.1011,0.9731,true,0.3652,0.5761,true,
ACN_2-39-125-21,Weekday,2,25,2,0.1922,0.3156,true,-0.2133,0.1692,false,
ACN_2-39-125-21,Weekday,3,25,2,0.2425,0.1065,true,-0.3781,-0.0969,true,
ACN_2-39-125-21,Weekday,16,33,2,0.1293,0.6412,true,0.304,0.5486,true,
ACN_2-39-125-21,Weekday,17,29,2,0.1737,0.3472,true,0.0083,0.2374,false,
ACN_2-39-125-21,Weekday,24,18,2,0.1957,0.4971,true,0.3166,0.0134,true,
ACN_2-39-89-25,Weekday,14,24,2,0.1356,0.7705,true,-0.2971,-0.2719,false,
ACN_2-39-89-25,Weekday,16,54,2,0.2141,0.0145,false,0.6835,0.4618,true,
ACN_2-39-89-25,Weekday,17,22,2,0.2184,0.2457,true,0.466,0.4896,true,
ACN_2-39-128-18,Weekday,17,25,2,0.1158,0.8917,true,0.056,0.1577,false,
ACN_2-39-128-18,Weekday,20,15,2,0.1928,0.6339,true,-0.0047,0.3357,true,
ACN_2-39-130-31,Weekday,2,16,2,0.2024,0.5296,true,0.2085,0.1588,false,
ACN_2-39-130-31,Weekday,3,17,2,0.2249,0.357,true,-0.3142,-0.375,true,
ACN_2-39-130-31,Weekday,16,20,2,0.1664,0.6383,true,0.201,0.1429,false,
ACN_2-39-130-31,Weekday,17,18,2,0.1795,0.6091,true,0.5764,0.4324,true,
ACN_2-39-127-19,Weekday,2,32,2,0.1478,0.4892,true,0.0226,0.2575,false,
ACN_2-39-127-19,Weekday,3,19,2,0.1577,0.7333,true,-0.3267,-0.0456,true,
ACN_2-39-127-19,Weekday,16,35,2,0.1688,0.2734,true,-0.0419,-0.0585,false,
ACN_2-39-127-19,Weekday,17,22,2,0.1073,0.9621,true,0.1615,0.1564,false,
ACN_2-39-131-30,Weekday,2,31,2,0.1836,0.2483,true,-0.1716,0.2903,false,
ACN_2-39-131-30,Weekday,3,16,2,0.1959,0.5721,true,-0.214,0.1441,false,
ACN_2-39-131-30,Weekday,4,17,2,0.1753,0.6742,true,-0.3763,-0.3284,true,
ACN_2-39-131-30,Weekday,16,51,2,0.131,0.3488,true,0.1385,0.1592,false,
ACN_2-39-139-28,Weekday,1,17,2,0.1985,0.5157,true,-0.1349,0.2647,false,
ACN_2-39-139-28,Weekday,2,52,2,0.1655,0.1175,true,-0.176,0.1169,false,
ACN_2-39-139-28,Weekday,3,16,2,0.1305,0.9484,true,-0.0347,0.1559,false,
ACN_2-39-139-28,Weekday,4,15,2,0.1745,0.752,true,-0.3534,-0.4464,true,
ACN_2-39-139-28,Weekday,5,17,2,0.2816,0.1354,true,-0.3045,-0.299,true,
ACN_2-39-139-28,Weekday,15,43,2,0.2093,0.047,false,0.065,0.0488,false,
ACN_2-39-139-28,Weekday,16,22,2,0.1598,0.6291,true,-0.2153,0.0356,false,
ACN_2-39-79-379,Weekday,1,21,2,0.1446,0.7734,true,-0.3013,-0.3273,true,
ACN_2-39-79-379,Weekday,4,24,2,0.2518,0.0961,true,0.0032,-0.1591,false,
ACN_2-39-79-379,Weekday,15,21,2,0.229,0.2216,true,-0.6763,-0.2104,true,
ACN_2-39-79-379,Weekday,16,27,2,0.1281,0.7688,true,0.3051,0.4048,true,
ACN_2-39-79-379,Weekday,17,25,2,0.1602,0.5441,true,0.05,0.2338,false,
ACN_2-39-79-380,Weekday,1,16,2,0.2519,0.2628,true,-0.5671,-0.5118,true,
ACN_2-39-79-380,Weekday,14,51,2,0.156,0.169,true,0.3926,0.4136,true,
ACN_2-39-79-380,Weekday,15,16,2,0.2273,0.3811,true,0.6763,0.6618,true,
ACN_2-39-79-380,Weekday,16,21,2,0.1616,0.6445,true,0.475,0.587,true,
ACN_2-39-79-380,Weekday,24,16,2,0.2815,0.159,true,-0.2536,-0.4503,true,
ACN_2-39-91-437,Weekday,3,18,2,0.3174,0.0536,true,-0.9835,-0.762,true,
ACN_2-39-91-437,Weekday,16,53,2,0.1142,0.4972,true,0.4138,0.5033,true,
ACN_2-39-91-437,Weekday,17,18,2,0.1392,0.877,true,0.2717,0.1558,false,
ACN_2-39-129-17,Weekday,1,21,2,0.1497,0.7358,true,-0.174,-0.0818,false,
ACN_2-39-129-17,Weekday,2,27,2,0.2028,0.2182,true,0.3704,0.1386,true,
ACN_2-39-129-17,Weekday,16,38,2,0.1534,0.3348,true,0.4667,0.4693,true,
ACN_2-39-129-17,Weekday,17,21,2,0.1363,0.831,true,-0.1365,0.2169,false,
ACN_2-39-79-377,Weekday,15,23,2,0.1729,0.4989,true,0.5945,0.7194,true,
ACN_2-39-79-377,Weekday,16,35,2,0.1365,0.5341,true,0.3763,0.3482,true,
