user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,16,29,2,0.096,0.9526,true,0.2819,0.3975,true,
ACN_2-39-123-23,Weekday,17,42,2,0.1846,0.1157,true,0.2551,0.3234,true,
ACN_2-39-138-29,Weekday,1,15,2,0.2703,0.2237,true,0.0204,-0.2464,false,
ACN_2-39-138-29,Weekday,2,32,2,0.2185,0.095,true,-0.089,0.0422,false,
ACN_2-39-138-29,Weekday,3,20,2,0.3495,0.0153,false,-0.3568,-0.5188,true,
ACN_2-39-138-29,Weekday,4,15,2,0.184,0.6912,true,-0.4401,-0.1821,true,
ACN_2-39-138-29,Weekday,15,46,2,0.1943,0.0631,true,-0.115,0.0084,false,
ACN_2-39-138-29,Weekday,16,20,2,0.1602,0.6849,true,0.4463,0.3098,true,
ACN_2-39-78-365,Weekday,3,19,2,0.2803,0.1016,true,-0.5093,-0.4544,true,
ACN_2-39-78-365,Weekday,16,43,2,0.159,0.2294,true,0.2924,0.4967,true,
ACN_2-39-78-365,Weekday,17,23,2,0.0968,0.9826,true,0.3652,0.5761,true,
ACN_2-39-125-21,Weekday,2,25,2,0.1827,0.3759,true,-0.2133,0.1692,false,
ACN_2-39-125-21,Weekday,3,25,2,0.2437,0.1034,true,-0.3781,-0.0969,true,
ACN_2-39-125-21,Weekday,16,33,2,0.1325,0.6107,true,0.304,0.5486,true,
ACN_2-39-125-21,Weekday,17,29,2,0.1824,0.2909,true,0.0083,0.2374,false,
ACN_2-39-125-21,Weekday,24,18,2,0.2033,0.4478,true,0.3166,0.0134,true,
ACN_2-39-89-25,Weekday,14,24,2,0.1326,0.7936,true,-0.2971,-0.2719,false,
ACN_2-39-89-25,Weekday,16,54,2,0.2236,0.0093,false,0.6835,0.4618,true,
ACN_2-39-89-25,Weekday,17,22,2,0.219,0.2429,true,0.466,0.4896,true,
ACN_2-39-128-18,Weekday,17,25,2,0.1057,0.9433,true,0.056,0.1577,false,
ACN_2-39-128-18,Weekday,20,15,2,0.1896,0.6547,true,-0.0047,0.3357,true,
ACN_2-39-130-31,Weekday,2,16,2,0.2034,0.5232,true,0.2085,0.1588,false,
ACN_2-39-130-31,Weekday,3,17,2,0.22,0.3839,true,-0.3142,-0.375,true,
ACN_2-39-130-31,Weekday,16,20,2,0.162,0.6714,true,0.201,0.1429,false,
ACN_2-39-130-31,Weekday,17,18,2,0.187,0.5563,true,0.5764,0.4324,true,
ACN_2-39-127-19,Weekday,2,32,2,0.1514,0.4581,true,0.0226,0.2575,false,
ACN_2-39-127-19,Weekday,3,19,2,0.1596,0.7197,true,-0.3267,-0.0456,true,
ACN_2-39-127-19,Weekday,16,35,2,0.1721,0.2529,true,-0.0419,-0.0585,false,
