user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,16,29,1,0.0908,0.9709,true,0.2819,0.3975,true,
ACN_2-39-123-23,Weekday,17,42,1,0.1835,0.1197,true,0.2551,0.3234,true,
ACN_2-39-138-29,Weekday,1,15,1,0.2696,0.2263,true,0.0204,-0.2464,false,
ACN_2-39-138-29,Weekday,2,32,1,0.2297,0.069,true,-0.089,0.0422,false,
ACN_2-39-138-29,Weekday,3,20,1,0.3476,0.0161,false,-0.3568,-0.5188,true,
ACN_2-39-138-29,Weekday,4,15,1,0.1798,0.7184,true,-0.4401,-0.1821,true,
ACN_2-39-138-29,Weekday,15,46,1,0.2012,0.0491,false,-0.115,0.0084,false,
ACN_2-39-138-29,Weekday,16,20,1,0.1568,0.7104,true,0.4463,0.3098,true,
ACN_2-39-78-365,Weekday,3,19,1,0.2866,0.0887,true,-0.5093,-0.4544,true,
ACN_2-39-78-365,Weekday,16,43,1,0.1583,0.2337,true,0.2924,0.4967,true,
ACN_2-39-78-365,Weekday,17,23,1,0.1074,0.9539,true,0.3652,0.5761,true,
ACN_2-39-125-21,Weekday,2,25,1,0.1833,0.3719,true,-0.2133,0.1692,false,
ACN_2-39-125-21,Weekday,3,25,1,0.2272,0.1523,true,-0.3781,-0.0969,true,
ACN_2-39-125-21,Weekday,16,33,1,0.1371,0.5668,true,0.304,0.5486,true,
ACN_2-39-125-21,Weekday,17,29,1,0.1935,0.2289,true,0.0083,0.2374,false,
ACN_2-39-125-21,Weekday,24,18,1,0.1923,0.5199,true,0.3166,0.0134,true,
ACN_2-39-89-25,Weekday,14,24,1,0.1358,0.769,true,-0.2971,-0.2719,false,
ACN_2-39-89-25,Weekday,16,54,1,0.2177,0.0123,false,0.6835,0.4618,true,
ACN_2-39-89-25,Weekday,17,22,1,0.2176,0.2495,true,0.466,0.4896,true,
ACN_2-39-128-18,Weekday,17,25,1,0.1106,0.9205,true,0.056,0.1577,false,
ACN_2-39-128-18,Weekday,20,15,1,0.1966,0.6091,true,-0.0047,0.3357,true,
ACN_2-39-130-31,Weekday,2,16,1,0.2006,0.5413,true,0.2085,0.1588,false,
ACN_2-39-130-31,Weekday,3,17,1,0.2213,0.3767,true,-0.3142,-0.375,true,
ACN_2-39-130-31,Weekday,16,20,1,0.159,0.6939,true,0.201,0.1429,false,
ACN_2-39-130-31,Weekday,17,18,1,0.1975,0.4852,true,0.5764,0.4324,true,
ACN_2-39-127-19,Weekday,2,32,1,0.1509,0.4623,true,0.0226,0.2575,false,
ACN_2-39-127-19,Weekday,3,19,1,0.1675,0.662,true,-0.3267,-0.0456,true,
ACN_2-39-127-19,Weekday,16,35,1,0.1815,0.2008,true,-0.0419,-0.0585,false,
ACN_2-39-127-19,Weekday,17,22,1,0.1104,0.9518,true,0.1615,0.1564,false,
ACN_2-39-131-30,Weekday,2,31,1,0.1876,0.2267,true,-0.1716,0.2903,false,
ACN_2-39-131-30,Weekday,3,16,1,0.2031,0.5251,true,-0.214,0.1441,false,
ACN_2-39-131-30,Weekday,4,17,1,0.1769,0.6631,true,-0.3763,-0.3284,true,
ACN_2-39-131-30,Weekday,16,51,1,0.1226,0.4308,true,0.1385,0.1592,false,
