user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
ACN_2-39-123-23,Weekday,16,29,2,0.0966,0.9501,true,0.2819,0.3975,true,
ACN_2-39-123-23,Weekday,17,42,2,0.1825,0.1234,true,0.2551,0.3234,true,
ACN_2-39-138-29,Weekday,1,15,2,0.2793,0.193,true,0.0204,-0.2464,false,
ACN_2-39-138-29,Weekday,2,32,2,0.221,0.0885,true,-0.089,0.0422,false,
ACN_2-39-138-29,Weekday,3,20,2,0.3146,0.0385,false,-0.3568,-0.5188,true,
ACN_2-39-138-29,Weekday,4,15,2,0.1887,0.6606,true,-0.4401,-0.1821,true,
ACN_2-39-138-29,Weekday,15,46,2,0.1929,0.0663,true,-0.115,0.0084,false,
ACN_2-39-138-29,Weekday,16,20,2,0.1535,0.7347,true,0.4463,0.3098,true,
ACN_2-39-78-365,Weekday,3,19,2,0.2883,0.0855,true,-0.5093,-0.4544,true,
ACN_2-39-78-365,Weekday,16,43,2,0.1569,0.2427,true,0.2924,0.4967,true,
ACN_2-39-78-365,Weekday,17,23,2,0.0997,0.9765,true,0.3652,0.5761,true,
ACN_2-39-125-21,Weekday,2,25,2,0.1984,0.28,true,-0.2133,0.1692,false,
ACN_2-39-125-21,Weekday,3,25,2,0.236,0.1243,true,-0.3781,-0.0969,true,
ACN_2-39-125-21,Weekday,16,33,2,0.1349,0.5873,true,0.304,0.5486,true,
ACN_2-39-125-21,Weekday,17,29,2,0.1827,0.2891,true,0.0083,0.2374,false,
ACN_2-39-125-21,Weekday,24,18,2,0.1875,0.5528,true,0.3166,0.0134,true,
ACN_2-39-89-25,Weekday,14,24,2,0.1361,0.7666,true,-0.2971,-0.2719,false,
ACN_2-39-89-25,Weekday,16,54,2,0.2175,0.0124,false,0.6835,0.4618,true,
ACN_2-39-89-25,Weekday,17,22,2,0.2166,0.2543,true,0.466,0.4896,true,
ACN_2-39-128-18,Weekday,17,25,2,0.1141,0.9016,true,0.056,0.1577,false,
ACN_2-39-128-18,Weekday,20,15,2,0.1906,0.6482,true,-0.0047,0.3357,true,
ACN_2-39-130-31,Weekday,2,16,2,0.2052,0.5117,true,0.2085,0.1588,false,
ACN_2-39-130-31,Weekday,3,17,2,0.2216,0.375,true,-0.3142,-0.375,true,
ACN_2-39-130-31,Weekday,16,20,2,0.1621,0.6706,true,0.201,0.1429,false,
